Uni_samp,SiteName,WBID,IR_WBID,Latitude,Longitude,Mod_Ecoregion,Date,Year,Month,Season,Habitat_Type,SAMPLEID,PCID,Cycle,Taxa_Richness,Modified_HBI,EPT_perc,EPT_Taxa,Dom_2_Taxa,Shannon_Weaver,Taxa_Richness_Score,Mod_HBI_Score,EPT_perc_Score,EPT_Taxa_Score,Dom2_Taxa_Score,Shannon_Weaver_Score,Score,Percent_Reference,Task
32788 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,2/3/2005,2005,2,Winter,Riffle,32788,OK121700-03-0040P_1,1,18,5.713043478,0.212389381,3,0.391304348,2.426263643,6,4,4,0,2,2,16.39130435,0.546376812,Blue Thumb
33382 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,7/25/2005,2005,7,Summer,Riffle,33382,OK121700-03-0040P_1,1,16,4.968253968,0.238095238,5,0.388888889,2.222786751,6,6,4,0,2,2,18.38888889,0.707264957,Blue Thumb
35115 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,1/19/2006,2006,1,Winter,Riffle,35115,OK121700-03-0040P_2,2,18,5.434108527,0.2109375,5,0.480620155,2.287742264,6,4,4,0,0,2,16.48062016,0.549354005,Blue Thumb
35767 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,7/20/2006,2006,7,Summer,Riffle,35767,OK121700-03-0040P_2,2,22,5.186440678,0.376068376,6,0.305084746,2.65664899,6,4,6,0,2,4,20.30508475,0.780964798,Blue Thumb
36922 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,2/23/2007,2007,2,Winter,Riffle,36922,OK121700-03-0040P_2,2,21,4.901960784,0.339869281,6,0.405228758,2.401826495,6,4,6,0,0,2,18.40522876,0.613507625,Blue Thumb
37908 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,7/19/2007,2007,7,Summer,Riffle,37908,OK121700-03-0040P_2,2,18,5.05,0.423728814,6,0.425,2.34613858,6,6,6,0,0,2,20.425,0.785576923,Blue Thumb
39291 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,1/25/2008,2008,1,Winter,Riffle,39291,OK121700-03-0040P_2,2,17,4.347826087,0.429906542,4,0.417391304,2.263808578,4,6,6,0,0,2,18.4173913,0.613913043,Blue Thumb
41730 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,8/6/2008,2008,8,Summer,Riffle,41730,OK121700-03-0040P_2,2,21,4.730769231,0.507692308,6,0.4,2.460211986,6,6,6,0,2,2,20.4,0.784615385,Blue Thumb
42719 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,1/21/2009,2009,1,Winter,Riffle,42719,OK121700-03-0040P_2,2,14,4.259259259,0.470588235,5,0.592592593,1.872958697,4,6,6,0,0,2,18.59259259,0.619753086,Blue Thumb
44234 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,8/3/2009,2009,8,Summer,Riffle,44234,OK121700-03-0040P_2,2,20,4.957627119,0.290598291,5,0.372881356,2.397729066,6,6,4,0,2,2,18.37288136,0.706649283,Blue Thumb
48202 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,3/8/2010,2010,3,Winter,Riffle,48202,OK121700-03-0040P_2,2,16,5.217821782,0.257425743,5,0.465346535,2.177033374,4,4,4,0,0,2,14.46534653,0.482178218,Blue Thumb
48356 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,8/30/2010,2010,8,Summer,Riffle,48356,OK121700-03-0040P_2,2,19,4.546218487,0.587719298,6,0.352941176,2.516952144,6,6,6,0,2,4,22.35294118,0.859728507,Blue Thumb
48393 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,1/24/2011,2011,1,Winter,Riffle,48393,OK121700-03-0040P_3,3,20,5.317460317,0.378151261,7,0.396825397,2.410673538,6,4,6,0,2,2,18.3968254,0.613227513,Blue Thumb
48821 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,8/23/2011,2011,8,Summer,Riffle,48821,OK121700-03-0040P_3,3,16,4.214765101,0.204081633,4,0.617449664,1.779151685,6,6,4,0,0,2,18.61744966,0.716055756,Blue Thumb
49548 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,1/24/2012,2012,1,Winter,Riffle,49548,OK121700-03-0040P_3,3,17,6.186915888,0.38317757,5,0.392523364,2.462922759,4,2,6,0,2,2,14.39252336,0.479750779,Blue Thumb
49767 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,9/5/2012,2012,9,Summer,Riffle,49767,OK121700-03-0040P_3,3,19,5.575757576,0.261538462,5,0.53030303,2.237133926,6,4,4,0,0,2,16.53030303,0.635780886,Blue Thumb
51481 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,2/20/2013,2013,2,Winter,Riffle,51481,OK121700-03-0040P_3,3,22,5.803571429,0.241071429,6,0.357142857,2.619121562,6,2,4,0,2,4,16.35714286,0.545238095,Blue Thumb
51647 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,7/8/2013,2013,7,Summer,Riffle,51647,OK121700-03-0040P_3,3,21,5.12037037,0.567307692,5,0.564814815,2.088767629,6,4,6,0,0,2,18.56481481,0.714031339,Blue Thumb
54867 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,2/4/2015,2015,2,Winter,Riffle,54867,OK121700-03-0040P_3,3,18,4.758156028,0.423357664,6,0.418439716,2.358462566,6,4,6,0,0,2,18.41843972,0.613947991,Blue Thumb
55807 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,8/12/2015,2015,8,Summer,Riffle,55807,OK121700-03-0040P_3,3,19,4.700877193,0.646017699,5,0.649122807,1.810601095,6,6,6,0,0,2,20.64912281,0.794197031,Blue Thumb
56572 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,2/3/2016,2016,2,Winter,Riffle,56572,OK121700-03-0040P_4,4,17,4.9,0.675213675,8,0.338983051,2.31739117,4,4,6,0,2,2,16.33898305,0.544632768,Blue Thumb
56734 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,8/10/2016,2016,8,Summer,Riffle,56734,OK121700-03-0040P_4,4,17,4.677669903,0.194174757,5,0.514563107,2.144599476,6,6,2,0,0,2,16.51456311,0.635175504,Blue Thumb
57620 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,2/9/2017,2017,2,Winter,Riffle,57620,OK121700-03-0040P_4,4,18,5.419333333,0.313333333,5,0.413333333,2.305115287,6,4,6,0,0,2,18.41333333,0.613777778,Blue Thumb
58693 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,8/30/2017,2017,8,Summer,Riffle,58693,OK121700-03-0040P_4,4,21,4.614414414,0.481818182,5,0.369369369,2.479299739,6,6,6,0,2,2,20.36936937,0.783437283,Blue Thumb
58798 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,1/16/2018,2018,1,Winter,Riffle,58798,OK121700-03-0040P_4,4,18,4.408130081,0.308943089,7,0.487804878,2.219593057,6,6,6,0,0,2,20.48780488,0.682926829,Blue Thumb
61513 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,3/11/2019,2019,3,Winter,Riffle,61513,OK121700-03-0040P_4,4,14,4.628,0.048,2,0.664,1.72332393,4,6,0,0,0,2,12.664,0.422133333,Blue Thumb
62368 Riffle,Tahlequah Town Branch: Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,Ozark Highlands,9/4/2019,2019,9,Summer,Riffle,62368,OK121700-03-0040P_4,4,18,4.88317757,0.471698113,5,0.448598131,2.386425661,6,6,6,0,0,2,20.44859813,0.786484543,Blue Thumb
38163 Woody,Taloka Creek: N 4430,OK220300-00-0020M,OK220300000020_00,35.29578,-95.13307,Arkansas Valley,8/3/2007,2007,8,Summer,Woody,38163,OK220300-00-0020M_2,2,13,5.971962617,0.120879121,3,0.53271028,1.963859764,6,4,2,0,0,2,14.53271028,0.558950395,Blue Thumb
44200 Woody,Taloka Creek: N 4430,OK220300-00-0020M,OK220300000020_00,35.29578,-95.13307,Arkansas Valley,7/1/2009,2009,7,Summer,Woody,44200,OK220300-00-0020M_2,2,14,4.806034483,0.063926941,3,0.702586207,1.628927266,6,6,0,0,0,2,14.70258621,0.565484085,Blue Thumb
61903 Vegetation,Taloka Creek: N 4430,OK220300-00-0020M,OK220300000020_00,35.29578333,-95.13306667,Arkansas Valley,2/4/2019,2019,2,Winter,Vegetation,61903,OK220300-00-0020M_4,4,17,6.191919192,0.2,6,0.434343434,2.366930987,6,4,2,0,0,2,14.43434343,0.555167055,Blue Thumb
62591 Woody,Taloka Creek: N 4430,OK220300-00-0020M,OK220300000020_00,35.29578,-95.13307,Arkansas Valley,7/16/2019,2019,7,Summer,Woody,62591,OK220300-00-0020M_4,4,18,5.022988506,0.443037975,8,0.425287356,2.367719083,6,6,6,6,0,2,26.42528736,1.0,Blue Thumb
39296 Riffle,Tar Creek: E 40 Road (Douthat Road Bridge),OK121600-04-0060R,OK121600040060_00,36.9581,-94.84495,Central Irregular Plains,1/28/2008,2008,1,Winter,Riffle,39296,OK121600-04-0060R_2,2,8,4.969387755,0.0,0,0.755102041,1.451794927,2,6,0,0,0,0,8.755102041,0.364795918,Blue Thumb
36909 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,2/20/2007,2007,2,Winter,Riffle,36909,OK121600-04-0060G_2,2,5,4.465346535,0.0,0,0.910891089,0.65306933,0,6,0,0,0,0,6.910891089,0.287953795,Blue Thumb
38193 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,9/7/2007,2007,9,Summer,Riffle,38193,OK121600-04-0060G_2,2,10,4.698275862,0.085714286,1,0.784482759,1.216946846,4,6,0,0,0,0,10.78448276,0.414787798,Blue Thumb
39298 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,1/28/2008,2008,1,Winter,Riffle,39298,OK121600-04-0060G_2,2,8,4.462264151,0.0,0,0.896226415,0.850903209,2,6,0,0,0,0,8.896226415,0.370676101,Blue Thumb
41759 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,8/7/2008,2008,8,Summer,Riffle,41759,OK121600-04-0060G_2,2,8,4.3,0.44,3,0.854545455,0.914401266,2,6,6,0,0,0,14.85454545,0.571328671,Blue Thumb
42725 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,1/22/2009,2009,1,Winter,Riffle,42725,OK121600-04-0060G_2,2,8,4.814285714,0.114754098,4,0.757142857,1.201880873,2,6,2,2,0,0,12.75714286,0.531547619,Blue Thumb
45046 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,8/6/2009,2009,8,Summer,Riffle,45046,OK121600-04-0060G_2,2,11,4.675213675,0.404255319,4,0.769230769,1.366630965,4,6,6,0,0,0,16.76923077,0.644970414,Blue Thumb
48198 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,3/4/2010,2010,3,Winter,Riffle,48198,OK121600-04-0060G_2,2,10,5.757281553,0.060606061,2,0.86407767,0.818631465,4,6,0,0,0,0,10.86407767,0.452669903,Blue Thumb
48439 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,3/7/2011,2011,3,Winter,Riffle,48439,OK121600-04-0060G_3,3,7,5.923076923,0.0,0,0.94017094,0.404660639,2,6,0,0,0,0,8.94017094,0.372507123,Blue Thumb
49156 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,8/4/2011,2011,8,Summer,Riffle,49156,OK121600-04-0060G_3,3,11,5.546218487,0.043478261,2,0.781512605,1.435224957,4,6,0,0,0,0,10.78151261,0.414673562,Blue Thumb
49566 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,2/11/2012,2012,2,Winter,Riffle,49566,OK121600-04-0060G_3,3,8,5.5,0.020833333,1,0.846153846,0.930169119,2,6,0,0,0,0,8.846153846,0.368589744,Blue Thumb
50708 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,7/23/2012,2012,7,Summer,Riffle,50708,OK121600-04-0060G_3,3,9,6.174311927,0.0,0,0.743119266,1.348549086,2,4,0,0,0,0,6.743119266,0.259350741,Blue Thumb
51488 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,3/7/2013,2013,3,Winter,Riffle,51488,OK121600-04-0060G_3,3,8,6.284210526,0.021052632,1,0.884210526,0.956022265,2,4,0,0,0,0,6.884210526,0.286842105,Blue Thumb
54214 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,9/11/2014,2014,9,Summer,Riffle,54214,OK121600-04-0060G_3,3,11,5.576576577,0.09375,2,0.630630631,1.615258404,4,6,0,0,0,2,12.63063063,0.485793486,Blue Thumb
55843 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,9/15/2015,2015,9,Summer,Riffle,55843,OK121600-04-0060G_3,3,10,5.27184466,0.014705882,1,0.67961165,1.581394785,4,6,0,0,0,2,12.67961165,0.487677371,Blue Thumb
57581 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,3/8/2016,2016,3,Winter,Riffle,57581,OK121600-04-0060G_4,4,8,5.925233645,0.019230769,1,0.803738318,1.207532811,2,6,0,0,0,0,8.803738318,0.36682243,Blue Thumb
58655 Riffle,Tar Creek: H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,Central Irregular Plains,8/3/2017,2017,8,Summer,Riffle,58655,OK121600-04-0060G_4,4,10,5.017699115,0.169811321,3,0.672566372,1.569617968,4,6,2,0,0,2,14.67256637,0.564329476,Blue Thumb
62389 Vegetation,Target Creek: Ft. Reno,OK520530-00-0090D,OK520530000090_00,35.565383,-98.015252,Central Great Plains,9/12/2019,2019,9,Summer,Vegetation,62389,OK520530-00-0090D_4,4,17,7.111111111,0.088235294,3,0.472222222,2.280755431,6,4,0,0,0,2,12.47222222,0.519675926,Blue Thumb
62826 Riffle,Target Creek: Ft. Reno,OK520530-00-0090D,OK520530000090_00,35.565383,-98.015252,Central Great Plains,3/4/2020,2020,3,Winter,Riffle,62826,OK520530-00-0090D_4,4,11,7.068965517,0.0,0,0.818965517,1.402367139,6,4,0,0,0,0,10.81896552,0.49177116,Blue Thumb
51545 Riffle,Tenmile Creek: Davis,OK410300-03-0270L,OK410300030270_00,34.298889,-95.737222,Ouachita Mountains,7/22/2013,2013,7,Summer,Riffle,51545,OK410300-03-0270L_3,3,18,5.75,0.094117647,5,0.482142857,2.244015965,6,4,0,0,0,2,12.48214286,0.445790816,Blue Thumb
53641 Riffle,Tenmile Creek: Davis,OK410300-03-0270L,OK410300030270_00,34.298889,-95.737222,Ouachita Mountains,1/30/2014,2014,1,Winter,Riffle,53641,OK410300-03-0270L_3,3,12,5.521008403,0.136752137,4,0.789915966,1.180709991,2,6,2,0,0,0,10.78991597,0.414996768,Blue Thumb
53893 Riffle,Tenmile Creek: Davis,OK410300-03-0270L,OK410300030270_00,34.298889,-95.737222,Ouachita Mountains,7/8/2014,2014,7,Summer,Riffle,53893,OK410300-03-0270L_3,3,12,5.496899225,0.02173913,2,0.674418605,1.664258709,2,6,0,0,0,2,10.6744186,0.381229236,Blue Thumb
57654 Riffle,Tenmile Creek: Davis,OK410300-03-0270L,OK410300030270_00,34.298889,-95.737222,Ouachita Mountains,3/7/2017,2017,3,Winter,Riffle,57654,OK410300-03-0270L_4,4,8,5.796747967,0.056910569,2,0.853658537,1.026410826,0,4,0,0,0,0,4.853658537,0.186679174,Blue Thumb
58857 Riffle,Tenmile Creek: Davis,OK410300-03-0270L,OK410300030270_00,34.298889,-95.737222,Ouachita Mountains,2/15/2018,2018,2,Winter,Riffle,58857,OK410300-03-0270L_4,4,17,5.77704918,0.245901639,4,0.5,2.223399704,4,6,4,0,0,2,16.5,0.634615385,Blue Thumb
62344 Riffle,Tenmile Creek: Davis,OK410300-03-0270L,OK410300030270_00,34.298889,-95.737222,Ouachita Mountains,8/1/2019,2019,8,Summer,Riffle,62344,OK410300-03-0270L_4,4,18,5.700934579,0.11627907,5,0.38317757,2.228444012,6,4,2,0,2,2,14.38317757,0.513684913,Blue Thumb
62822 Riffle,Tenmile Creek: Davis,OK410300-03-0270L,OK410300030270_00,34.298889,-95.737222,Ouachita Mountains,3/2/2020,2020,3,Winter,Riffle,62822,OK410300-03-0270L_4,4,15,4.574074074,0.444444444,7,0.555555556,2.043015191,4,6,6,0,0,2,18.55555556,0.713675214,Blue Thumb
63569 Riffle,Tenmile Creek: Davis,OK410300-03-0270L,OK410300030270_00,34.298889,-95.737222,Ouachita Mountains,7/28/2020,2020,7,Summer,Riffle,63569,OK410300-03-0270L_4,4,17,5.096261682,0.22972973,7,0.485981308,2.185971435,6,6,4,2,0,2,20.48598131,0.73164219,Blue Thumb
64785 Riffle,Tenmile Creek: Davis,OK410300-03-0270L,OK410300030270_00,34.298889,-95.737222,Ouachita Mountains,2/25/2021,2021,2,Winter,Riffle,64785,OK410300-03-0270L_4,4,19,5.393518519,0.19047619,6,0.490740741,2.328118303,6,6,2,0,0,2,16.49074074,0.634259259,Blue Thumb
54912 Riffle,Tiger Creek: Woods,OK620900-01-0250M,OK620900010250_00,35.986034,-96.5992,Cross Timbers,3/12/2015,2015,3,Winter,Riffle,54912,OK620900-01-0250M_3,3,9,6.306306306,0.018181818,1,0.774774775,1.21891587,2,6,0,0,0,0,8.774774775,0.337491337,Blue Thumb
55805 Riffle,Tiger Creek: Woods,OK620900-01-0250M,OK620900010250_00,35.986034,-96.5992,Cross Timbers,8/12/2015,2015,8,Summer,Riffle,55805,OK620900-01-0250M_3,3,13,5.824,0.041322314,2,0.544,1.883027538,4,6,0,0,0,2,12.544,0.482461538,Blue Thumb
56583 Riffle,Tiger Creek: Woods,OK620900-01-0250M,OK620900010250_00,35.986034,-96.5992,Cross Timbers,3/2/2016,2016,3,Winter,Riffle,56583,OK620900-01-0250M_4,4,8,6.7890625,0.087301587,1,0.6640625,1.51161186,2,4,0,0,0,2,8.6640625,0.333233173,Blue Thumb
56715 Riffle,Tiger Creek: Woods,OK620900-01-0250M,OK620900010250_00,35.986034,-96.5992,Cross Timbers,6/29/2016,2016,6,Summer,Riffle,56715,OK620900-01-0250M_4,4,13,4.48245614,0.545454545,4,0.807017544,1.430670013,4,6,6,0,0,0,16.80701754,0.646423752,Blue Thumb
55726 Riffle,Traders Creek: Bat Cave Rd,OK620920-02-0170K,OK620920020170_00,36.71465,-99.23635,Central Great Plains,7/24/2015,2015,7,Summer,Riffle,55726,OK620920-02-0170K_3,3,19,4.25,0.328571429,5,0.52,2.141085477,6,6,6,4,0,2,24.52,0.943076923,Blue Thumb
25704 Riffle,Travertine Creek: Central Campground,OK310800-02-0121C,OK310800020121_00,34.5045,-96.968,Cross Timbers,1/22/2002,2002,1,Winter,Riffle,25704,OK310800-02-0121C_1,1,13,5.37,0.295918367,6,0.69,1.563470219,4,6,4,6,0,2,22.69,0.872692308,Blue Thumb
25708 Riffle,Travertine Creek: Central Campground,OK310800-02-0121C,OK310800020121_00,34.5045,-96.968,Cross Timbers,7/15/2002,2002,7,Summer,Riffle,25708,OK310800-02-0121C_1,1,18,4.770642202,0.62037037,5,0.660550459,1.844189782,6,6,6,2,0,2,22.66055046,0.871559633,Blue Thumb
26863 Riffle,Travertine Creek: Central Campground,OK310800-02-0121C,OK310800020121_00,34.5045,-96.968,Cross Timbers,1/28/2003,2003,1,Winter,Riffle,26863,OK310800-02-0121C_1,1,12,5.648648649,0.263636364,6,0.81981982,1.181306193,4,6,4,6,0,0,20.81981982,0.800762301,Blue Thumb
29096 Riffle,Travertine Creek: Central Campground,OK310800-02-0121C,OK310800020121_00,34.5045,-96.968,Cross Timbers,7/22/2003,2003,7,Summer,Riffle,29096,OK310800-02-0121C_1,1,18,4.564356436,0.670212766,5,0.544554455,2.077117649,6,6,6,2,0,2,22.54455446,0.867098248,Blue Thumb
29899 Riffle,Travertine Creek: Central Campground,OK310800-02-0121C,OK310800020121_00,34.5045,-96.968,Cross Timbers,1/21/2004,2004,1,Winter,Riffle,29899,OK310800-02-0121C_1,1,17,5.254716981,0.480392157,7,0.556603774,2.055554454,6,6,6,6,0,2,26.55660377,1.0,Blue Thumb
30674 Vegetation,Travertine Creek: Central Campground,OK310800-02-0121C,OK310800020121_00,34.5045,-96.968,Cross Timbers,7/12/2004,2004,7,Summer,Vegetation,30674,OK310800-02-0121C_1,1,21,6.5125,0.272727273,4,0.3,2.740483518,6,4,4,0,2,4,18.3,0.703846154,Blue Thumb
32223 Riffle,Travertine Creek: Central Campground,OK310800-02-0121C,OK310800020121_00,34.5045,-96.968,Cross Timbers,1/25/2005,2005,1,Winter,Riffle,32223,OK310800-02-0121C_1,1,10,4.935483871,0.378151261,5,0.725806452,1.507703903,2,6,6,4,0,2,20.72580645,0.797146402,Blue Thumb
61440 Riffle,Trib to Coody Creek: Robinson Park,OK120400-01-0470G,OK120400010470_00,35.7318,-95.3565,Central Irregular Plains,1/23/2019,2019,1,Winter,Riffle,61440,OK120400-01-0470G_4,4,9,7.71559633,0.0,0,0.660550459,1.542229637,2,2,0,0,0,2,6.660550459,0.277522936,Blue Thumb
62369 Riffle,Trib to Coody Creek: Robinson Park,OK120400-01-0470G,OK120400010470_00,35.7318,-95.3565,Central Irregular Plains,9/4/2019,2019,9,Summer,Riffle,62369,OK120400-01-0470G_4,4,11,7.228070175,0.048543689,2,0.48245614,2.000392413,4,2,0,0,0,2,8.48245614,0.326248313,Blue Thumb
62789 Riffle,Trib to Coody Creek: Robinson Park,OK120400-01-0470G,OK120400010470_00,35.7318,-95.3565,Central Irregular Plains,2/21/2020,2020,2,Winter,Riffle,62789,OK120400-01-0470G_4,4,7,8.578947368,0.0,0,0.859649123,1.187515937,2,2,0,0,0,0,4.859649123,0.20248538,Blue Thumb
63535 Riffle,Trib to Coody Creek: Robinson Park,OK120400-01-0470G,OK120400010470_00,35.7318,-95.3565,Central Irregular Plains,9/10/2020,2020,9,Summer,Riffle,63535,OK120400-01-0470G_4,4,11,6.466165414,0.009615385,1,0.556390977,1.786516581,4,4,0,0,0,2,10.55639098,0.406015038,Blue Thumb
64824 Riffle,Trib to Coody Creek: Robinson Park,OK120400-01-0470G,OK120400010470_00,35.7318,-95.3565,Central Irregular Plains,3/15/2021,2021,3,Winter,Riffle,64824,OK120400-01-0470G_5,5,9,7.009009009,0.0,0,0.603603604,1.69371997,2,4,0,0,0,2,8.603603604,0.358483483,Blue Thumb
39255 Riffle,Trib to Fourche Maline Creek: Spring Creek @ Chaney Hollow,OK220100-04-0020L,OK220100040190_00,34.88002,-95.16533,Ouachita Mountains,1/11/2008,2008,1,Winter,Riffle,39255,OK220100-04-0020L_2,2,17,4.902985075,0.269565217,7,0.626865672,1.908879063,4,6,4,0,0,2,16.62686567,0.639494834,Blue Thumb
57623 Riffle,Turkey Creek,OK121400-02-0030F,OK121400020030_00,36.7478,-95.9369,Central Irregular Plains,2/9/2017,2017,2,Winter,Riffle,57623,OK121400-02-0030F_4,4,8,6.0,0.007352941,1,0.882352941,0.811558031,2,6,0,0,0,0,8.882352941,0.370098039,Blue Thumb
58672 Riffle,Turkey Creek,OK121400-02-0030F,OK121400020030_00,36.7478,-95.9369,Central Irregular Plains,8/27/2017,2017,8,Summer,Riffle,58672,OK121400-02-0030F_4,4,6,7.377952756,0.007936508,1,0.881889764,0.781003235,0,2,0,0,0,0,2.881889764,0.110841914,Blue Thumb
60673 Riffle,Turkey Creek,OK121400-02-0030F,OK121400020030_00,36.7478,-95.9369,Central Irregular Plains,9/5/2018,2018,9,Summer,Riffle,60673,OK121400-02-0030F_4,4,8,7.105691057,0.032520325,2,0.902439024,0.895551128,2,2,0,0,0,0,4.902439024,0.188555347,Blue Thumb
61449 Riffle,Turkey Creek,OK121400-02-0030F,OK121400020030_00,36.7478,-95.9369,Central Irregular Plains,1/25/2019,2019,1,Winter,Riffle,61449,OK121400-02-0030F_4,4,13,6.373913043,0.034782609,1,0.669565217,1.713386565,4,4,0,0,0,2,10.66956522,0.444565217,Blue Thumb
62396 Riffle,Turkey Creek,OK121400-02-0030F,OK121400020030_00,36.7478,-95.9369,Central Irregular Plains,9/14/2019,2019,9,Summer,Riffle,62396,OK121400-02-0030F_4,4,9,5.992125984,0.279279279,2,0.732283465,1.427157828,2,4,4,0,0,0,10.73228346,0.412780133,Blue Thumb
62773 Riffle,Turkey Creek,OK121400-02-0030F,OK121400020030_00,36.7478,-95.9369,Central Irregular Plains,2/14/2020,2020,2,Winter,Riffle,62773,OK121400-02-0030F_4,4,9,6.100840336,0.067226891,1,0.823529412,0.998724014,2,4,0,0,0,0,6.823529412,0.284313725,Blue Thumb
63551 Riffle,Turkey Creek,OK121400-02-0030F,OK121400020030_00,36.7478,-95.9369,Central Irregular Plains,9/14/2020,2020,9,Summer,Riffle,63551,OK121400-02-0030F_4,4,14,5.992173913,0.087719298,5,0.739130435,1.663310438,6,4,0,2,0,2,14.73913043,0.566889632,Blue Thumb
64787 Riffle,Turkey Creek,OK121400-02-0030F,OK121400020030_00,36.7478,-95.9369,Central Irregular Plains,2/25/2021,2021,2,Winter,Riffle,64787,OK121400-02-0030F_5,5,8,6.026785714,0.008928571,1,0.928571429,0.502466748,2,6,0,0,0,0,8.928571429,0.37202381,Blue Thumb
