Site_Name,Date,do_percent,pH,Nitrate,Nitrite,Ammonia,Phosphorus,Chloride,Year,Month,soluble_nitrogen
Tahlequah Town Branch: Spring Street,2015-08-30,100.0,7.25,0.3,0.03,0.03,0.04,15.0,2015,8,0.36
Tahlequah Town Branch: Spring Street,2015-09-24,80.0,7.25,0.3,0.03,0.03,0.067,15.0,2015,9,0.36
Tahlequah Town Branch: Spring Street,2015-10-26,82.0,7.25,0.5,0.03,0.1,0.06,15.0,2015,10,0.63
Tahlequah Town Branch: Spring Street,2015-11-30,108.0,7.25,0.5,0.03,0.1,0.04,,2015,11,0.63
Tahlequah Town Branch: Spring Street,2015-12-31,110.0,,,,,,,2015,12,0.36
Tahlequah Town Branch: Spring Street,2016-01-30,88.0,,,,,,,2016,1,0.36
Tahlequah Town Branch: Spring Street,2016-04-06,62.0,7.25,1.0,0.03,0.1,0.06,15.0,2016,4,1.13
Tahlequah Town Branch: Spring Street,2016-05-12,93.0,7.25,0.3,0.03,0.1,0.073,15.0,2016,5,0.43
Tahlequah Town Branch: Spring Street,2016-06-07,93.0,7.25,0.3,0.03,0.03,0.027,10.0,2016,6,0.36
Tahlequah Town Branch: Spring Street,2016-07-19,,7.25,1.0,0.03,0.1,0.053,15.0,2016,7,1.13
Tahlequah Town Branch: Spring Street,2016-07-19,,7.25,1.0,0.03,0.1,0.053,15.0,2016,7,1.13
Tahlequah Town Branch: Spring Street,2016-08-18,100.0,7.25,0.3,0.03,0.1,0.073,20.0,2016,8,0.43
Tahlequah Town Branch: Spring Street,2016-09-20,101.0,7.5,1.0,0.03,0.1,0.067,25.0,2016,9,1.13
Tahlequah Town Branch: Spring Street,2016-10-31,110.0,7.65,1.0,0.03,0.03,0.073,15.0,2016,10,1.06
Tahlequah Town Branch: Spring Street,2016-11-19,88.0,7.5,3.0,0.03,0.1,0.067,20.0,2016,11,3.13
Tahlequah Town Branch: Spring Street,2016-12-17,58.0,7.5,1.5,0.03,0.03,0.06,20.0,2016,12,1.56
Tahlequah Town Branch: Spring Street,2017-01-21,106.0,7.25,2.0,0.03,0.1,0.06,20.0,2017,1,2.13
Tahlequah Town Branch: Spring Street,2017-03-21,81.0,7.5,2.0,0.03,0.1,0.06,20.0,2017,3,2.13
Tahlequah Town Branch: Spring Street,2017-04-12,106.0,7.5,2.0,0.03,0.1,0.06,20.0,2017,4,2.13
Tahlequah Town Branch: Spring Street,2017-05-18,95.0,7.25,1.0,0.03,0.1,0.06,15.0,2017,5,1.13
Tahlequah Town Branch: Spring Street,2017-07-26,91.0,7.25,1.0,0.03,0.1,0.06,15.0,2017,7,1.13
Tahlequah Town Branch: Spring Street,2017-08-30,90.0,7.3,1.0,0.03,0.1,0.06,15.0,2017,8,1.13
Tahlequah Town Branch: Spring Street,2017-09-27,69.0,7.25,1.0,0.03,0.1,0.053,15.0,2017,9,1.13
Tahlequah Town Branch: Spring Street,2017-10-27,,,,,,,,2017,10,0.36
Tahlequah Town Branch: Spring Street,2017-11-29,61.0,7.25,3.0,0.03,0.1,0.073,15.0,2017,11,3.13
Tahlequah Town Branch: Spring Street,2017-12-27,63.0,7.25,3.0,0.03,0.1,0.06,15.0,2017,12,3.13
Tahlequah Town Branch: Spring Street,2018-02-28,88.0,7.25,3.0,0.03,0.1,0.067,10.0,2018,2,3.13
Tahlequah Town Branch: Spring Street,2018-03-21,88.0,7.25,3.0,0.03,0.1,0.047,10.0,2018,3,3.13
Tahlequah Town Branch: Spring Street,2020-01-13,87.0,6.8,2.0,0.03,0.03,,10.0,2020,1,2.06
Taloka Creek: N 4430,2006-09-25,33.0,8.0,0.5,0.08,0.1,0.047,20.0,2006,9,0.68
Taloka Creek: N 4430,2006-11-27,52.0,7.5,1.0,0.08,0.1,0.007,15.0,2006,11,1.18
Taloka Creek: N 4430,2006-12-18,80.0,8.0,0.5,0.08,,0.007,15.0,2006,12,0.61
Taloka Creek: N 4430,2007-01-29,48.0,8.0,0.5,0.08,,0.007,15.0,2007,1,0.61
Taloka Creek: N 4430,2007-04-30,70.0,8.0,0.5,0.08,0.1,0.007,20.0,2007,4,0.68
Taloka Creek: N 4430,2007-07-18,86.0,7.5,0.5,0.08,0.1,0.007,15.0,2007,7,0.68
Taloka Creek: N 4430,2007-09-19,51.0,8.0,0.5,0.08,0.1,0.033,15.0,2007,9,0.68
Taloka Creek: N 4430,2007-11-08,18.0,8.0,0.5,0.08,0.1,0.007,10.0,2007,11,0.68
Taloka Creek: N 4430,2007-12-17,79.0,7.5,0.5,0.08,0.1,0.007,20.0,2007,12,0.68
Taloka Creek: N 4430,2008-01-16,31.0,8.0,0.5,0.08,0.1,0.007,15.0,2008,1,0.68
Taloka Creek: N 4430,2008-02-19,94.0,7.0,1.0,0.08,0.1,0.007,15.0,2008,2,1.18
Taloka Creek: N 4430,2008-03-26,42.0,7.5,0.5,0.08,0.1,0.007,15.0,2008,3,0.68
Taloka Creek: N 4430,2008-05-08,55.0,7.5,0.5,0.08,0.2,0.007,10.0,2008,5,0.78
Taloka Creek: N 4430,2008-06-13,65.0,,0.5,0.08,0.1,0.007,5.0,2008,6,0.68
Taloka Creek: N 4430,2008-07-10,66.0,7.25,0.5,0.08,0.1,0.007,15.0,2008,7,0.68
Taloka Creek: N 4430,2008-09-22,,8.0,0.5,0.08,0.1,0.007,15.0,2008,9,0.68
Taloka Creek: N 4430,2008-12-12,25.0,8.0,0.5,0.08,0.1,0.007,10.0,2008,12,0.68
Taloka Creek: N 4430,2009-06-05,66.0,7.8,,,0.2,0.007,15.0,2009,6,0.53
Taloka Creek: N 4430,2009-07-15,52.0,7.5,,,0.1,0.007,15.0,2009,7,0.43
Taloka Creek: N 4430,2009-09-08,81.0,8.0,,,0.1,0.007,10.0,2009,9,0.43
Taloka Creek: N 4430,2009-11-03,80.0,7.5,,,0.1,0.007,15.0,2009,11,0.43
Taloka Creek: N 4430,2010-02-02,31.0,7.3,,,0.1,0.007,10.0,2010,2,0.43
Taloka Creek: N 4430,2010-05-25,19.0,7.3,,,0.1,0.007,20.0,2010,5,0.43
Tar Creek: E 40 Road (Douthat Road Bridge),2008-02-29,114.0,7.5,0.5,0.08,0.1,0.007,30.0,2008,2,0.68
Tar Creek: E 40 Road (Douthat Road Bridge),2008-03-25,88.0,7.5,0.5,0.08,0.1,0.007,30.0,2008,3,0.68
Tar Creek: H Street N.E.,2007-03-16,91.0,7.3,0.5,0.08,0.1,0.02,35.0,2007,3,0.68
Tar Creek: H Street N.E.,2007-03-21,90.0,7.5,0.5,,0.1,0.033,45.0,2007,3,0.63
Tar Creek: H Street N.E.,2007-04-18,110.0,7.5,0.5,0.1,0.3,0.06,45.0,2007,4,0.9
Tar Creek: H Street N.E.,2007-05-16,103.0,7.2,0.5,0.08,0.1,0.03,5.0,2007,5,0.68
Tar Creek: H Street N.E.,2007-06-14,98.0,7.0,0.5,0.08,0.1,0.007,25.0,2007,6,0.68
Tar Creek: H Street N.E.,2007-08-16,83.0,7.5,0.5,0.08,0.1,0.013,25.0,2007,8,0.68
Tar Creek: H Street N.E.,2007-09-26,60.0,7.4,0.5,0.08,0.1,0.02,30.0,2007,9,0.68
Tar Creek: H Street N.E.,2007-10-18,86.0,7.4,0.5,0.08,0.1,0.02,20.0,2007,10,0.68
Tar Creek: H Street N.E.,2007-11-16,77.0,7.4,0.5,0.08,0.1,0.027,30.0,2007,11,0.68
Tar Creek: H Street N.E.,2008-01-16,105.0,7.4,0.5,0.08,0.4,0.053,45.0,2008,1,0.98
Tar Creek: H Street N.E.,2008-02-26,75.0,7.3,0.5,0.08,0.2,0.027,30.0,2008,2,0.78
Target Creek: Ft. Reno,2019-10-11,70.0,7.5,1.0,0.03,0.03,0.02,45.0,2019,10,1.06
Tenmile Creek: Davis,2012-02-21,116.0,7.0,,,0.1,0.026666667,15.0,2012,2,0.43
Tenmile Creek: Davis,2012-03-19,97.0,6.8,,,0.1,0.033333333,15.0,2012,3,0.43
Tenmile Creek: Davis,2012-04-23,88.0,6.4,,,0.1,0.04,15.0,2012,4,0.43
Tenmile Creek: Davis,2012-05-13,95.0,6.3,,,0.1,0.007,10.0,2012,5,0.43
Tenmile Creek: Davis,2012-05-29,49.0,6.3,,,0.1,0.007,20.0,2012,5,0.43
Tenmile Creek: Davis,2012-06-20,75.0,6.2,,,0.1,0.086666667,10.0,2012,6,0.43
Tenmile Creek: Davis,2012-07-20,,6.3,,,0.1,0.033333333,10.0,2012,7,0.43
Tenmile Creek: Davis,2012-08-27,,6.2,,,0.1,0.046666667,10.0,2012,8,0.43
Tenmile Creek: Davis,2012-09-20,30.0,6.2,,,0.1,0.033333333,10.0,2012,9,0.43
Tenmile Creek: Davis,2012-10-23,55.0,6.0,,,0.1,0.033333333,10.0,2012,10,0.43
Tenmile Creek: Davis,2012-12-21,41.0,6.3,,,0.1,0.013333333,10.0,2012,12,0.43
Tenmile Creek: Davis,2013-01-21,71.0,6.3,,,0.1,0.02,20.0,2013,1,0.43
Tenmile Creek: Davis,2013-02-22,90.0,6.3,,,0.1,0.006666667,10.0,2013,2,0.43
Tenmile Creek: Davis,2013-03-19,87.0,6.3,,,0.1,0.02,10.0,2013,3,0.43
Tenmile Creek: Davis,2013-04-22,101.0,6.3,,,0.1,0.04,10.0,2013,4,0.43
Tenmile Creek: Davis,2013-06-20,65.0,6.3,0.3,0.03,0.03,0.067,10.0,2013,6,0.36
Tenmile Creek: Davis,2013-07-19,41.0,6.3,0.3,0.03,0.03,0.47,15.0,2013,7,0.36
Tenmile Creek: Davis,2013-08-28,37.0,6.3,0.3,0.03,0.03,0.005,15.0,2013,8,0.36
Tenmile Creek: Davis,2013-09-30,46.0,6.3,0.3,0.03,0.03,0.005,15.0,2013,9,0.36
Tenmile Creek: Davis,2013-10-16,64.0,6.2,,,0.03,0.005,5.0,2013,10,0.36
Tenmile Creek: Davis,2013-12-18,97.0,6.4,0.3,0.03,0.03,0.005,25.0,2013,12,0.36
Tenmile Creek: Davis,2014-01-17,97.0,6.7,0.3,0.03,0.03,0.005,20.0,2014,1,0.36
Tenmile Creek: Davis,2014-02-28,100.0,7.0,0.3,0.03,0.03,0.005,30.0,2014,2,0.36
Tenmile Creek: Davis,2014-03-25,110.0,6.3,0.3,0.03,0.03,0.033,10.0,2014,3,0.36
Tenmile Creek: Davis,2014-04-29,74.0,7.0,0.3,0.03,0.03,0.005,10.0,2014,4,0.36
Tenmile Creek: Davis,2014-05-20,71.0,6.4,0.3,0.03,0.03,0.005,10.0,2014,5,0.36
Tenmile Creek: Davis,2014-06-19,64.0,6.5,0.3,0.03,0.03,0.027,10.0,2014,6,0.36
Tenmile Creek: Davis,2014-08-21,50.0,6.4,0.3,0.03,0.03,0.093,10.0,2014,8,0.36
Tenmile Creek: Davis,2014-09-23,,6.8,0.3,0.03,0.03,0.04,10.0,2014,9,0.36
Tenmile Creek: Davis,2014-10-28,55.0,6.5,0.3,0.03,0.03,0.033,10.0,2014,10,0.36
Tenmile Creek: Davis,2014-11-25,42.0,6.4,0.3,0.03,0.03,0.027,10.0,2014,11,0.36
Tenmile Creek: Davis,2014-12-19,89.0,6.7,0.3,0.03,0.03,0.073,15.0,2014,12,0.36
Tenmile Creek: Davis,2015-01-26,90.0,6.7,0.3,0.03,0.03,0.033,15.0,2015,1,0.36
Tenmile Creek: Davis,2015-02-27,102.0,7.0,0.3,0.03,0.03,0.02,15.0,2015,2,0.36
Tenmile Creek: Davis,2015-03-24,90.0,7.0,0.3,0.03,0.03,0.033,15.0,2015,3,0.36
Tenmile Creek: Davis,2015-04-23,71.0,6.8,0.3,0.03,0.03,0.027,10.0,2015,4,0.36
Tenmile Creek: Davis,2015-06-24,64.0,6.6,0.3,0.03,0.03,0.033,10.0,2015,6,0.36
Tenmile Creek: Davis,2015-07-23,52.0,6.8,0.3,0.03,0.03,0.067,10.0,2015,7,0.36
Tenmile Creek: Davis,2015-08-25,50.0,7.0,0.3,0.03,0.03,0.033,10.0,2015,8,0.36
Tenmile Creek: Davis,2015-09-17,60.0,7.2,0.3,0.03,0.03,0.053,15.0,2015,9,0.36
Tenmile Creek: Davis,2015-10-26,80.0,6.8,0.3,0.03,0.03,0.047,15.0,2015,10,0.36
Tenmile Creek: Davis,2015-11-25,27.0,6.1,0.3,0.03,0.03,0.005,10.0,2015,11,0.36
Tenmile Creek: Davis,2016-01-27,90.0,7.2,0.3,0.03,0.1,0.027,15.0,2016,1,0.43
Tenmile Creek: Davis,2016-02-25,100.0,6.3,0.3,0.03,0.03,0.027,10.0,2016,2,0.36
Tenmile Creek: Davis,2016-03-23,96.0,6.8,0.3,0.03,0.03,0.02,10.0,2016,3,0.36
Tenmile Creek: Davis,2016-04-26,81.0,6.5,0.3,0.03,0.03,0.08,10.0,2016,4,0.36
Tenmile Creek: Davis,2016-05-24,80.0,6.8,0.3,0.03,0.03,0.047,15.0,2016,5,0.36
Tenmile Creek: Davis,2016-06-22,66.0,6.8,0.3,0.03,0.03,0.27,10.0,2016,6,0.36
Tenmile Creek: Davis,2016-07-28,27.0,6.8,0.3,0.03,0.03,0.06,15.0,2016,7,0.36
Tenmile Creek: Davis,2016-08-24,60.0,6.8,0.3,0.03,0.03,0.073,10.0,2016,8,0.36
Tenmile Creek: Davis,2016-09-21,25.0,6.8,0.3,0.03,0.03,0.033,15.0,2016,9,0.36
Tenmile Creek: Davis,2016-10-26,35.0,7.2,0.3,0.03,0.03,0.033,15.0,2016,10,0.36
Tenmile Creek: Davis,2016-11-17,32.0,6.8,0.3,0.03,0.03,0.033,15.0,2016,11,0.36
Tenmile Creek: Davis,2016-12-22,23.0,7.0,0.3,0.03,0.03,0.02,15.0,2016,12,0.36
Tenmile Creek: Davis,2017-02-23,60.0,6.3,0.3,0.03,0.03,0.33,15.0,2017,2,0.36
Tenmile Creek: Davis,2017-03-27,54.0,6.8,0.3,0.03,0.03,0.033,20.0,2017,3,0.36
Tenmile Creek: Davis,2017-04-26,76.0,6.4,0.3,0.03,0.03,0.073,20.0,2017,4,0.36
Tenmile Creek: Davis,2017-05-23,70.0,6.4,0.3,0.03,0.03,0.067,15.0,2017,5,0.36
Tenmile Creek: Davis,2017-06-28,40.0,6.3,0.3,0.03,0.03,0.033,10.0,2017,6,0.36
Tenmile Creek: Davis,2017-07-19,51.0,6.3,0.3,0.03,0.03,0.02,15.0,2017,7,0.36
Tenmile Creek: Davis,2017-08-24,71.0,6.3,0.3,0.03,0.03,0.027,10.0,2017,8,0.36
Tenmile Creek: Davis,2017-09-18,34.0,6.3,0.3,0.03,0.03,0.033,10.0,2017,9,0.36
Tenmile Creek: Davis,2017-10-27,47.0,6.3,0.3,0.03,0.03,0.02,10.0,2017,10,0.36
Tenmile Creek: Davis,2017-11-28,23.0,6.3,0.3,0.03,0.03,0.053,10.0,2017,11,0.36
Tenmile Creek: Davis,2017-12-22,45.0,6.3,0.3,0.03,0.03,0.02,10.0,2017,12,0.36
Tenmile Creek: Davis,2018-01-25,71.0,6.3,0.3,0.03,0.03,0.047,10.0,2018,1,0.36
Tenmile Creek: Davis,2018-02-21,,,,,,,,2018,2,0.36
Tenmile Creek: Davis,2018-03-26,80.0,6.8,0.3,0.03,0.03,0.002,15.0,2018,3,0.36
Tenmile Creek: Davis,2018-04-18,63.0,6.3,0.3,0.03,0.03,0.033,10.0,2018,4,0.36
Tenmile Creek: Davis,2018-05-23,50.0,6.3,,,0.03,0.033,15.0,2018,5,0.36
Tenmile Creek: Davis,2018-06-20,86.0,6.8,0.3,0.03,0.03,0.02,10.0,2018,6,0.36
Tenmile Creek: Davis,2018-07-19,40.0,6.8,0.3,0.03,0.03,0.047,10.0,2018,7,0.36
Tenmile Creek: Davis,2018-08-23,50.0,6.8,1.0,0.03,0.03,0.033,10.0,2018,8,1.06
Tenmile Creek: Davis,2018-09-25,80.0,5.8,0.3,0.03,0.03,0.033,10.0,2018,9,0.36
Tenmile Creek: Davis,2018-10-24,106.0,6.3,0.3,0.03,0.03,0.027,10.0,2018,10,0.36
Tenmile Creek: Davis,2018-11-14,55.0,6.3,0.3,0.03,0.03,0.027,10.0,2018,11,0.36
Tenmile Creek: Davis,2018-12-19,100.0,6.4,0.3,0.03,0.03,0.007,10.0,2018,12,0.36
Tenmile Creek: Davis,2019-01-25,110.0,6.4,1.0,0.03,0.03,0.013,15.0,2019,1,1.06
Tenmile Creek: Davis,2019-02-20,84.0,6.3,0.3,0.03,0.03,0.02,10.0,2019,2,0.36
Tenmile Creek: Davis,2019-04-24,98.0,6.8,0.3,0.03,0.03,0.02,10.0,2019,4,0.36
Tenmile Creek: Davis,2019-05-23,102.0,6.3,0.3,0.03,0.03,0.04,10.0,2019,5,0.36
Tenmile Creek: Davis,2019-07-23,37.0,6.7,0.3,0.03,0.03,0.033,15.0,2019,7,0.36
Tenmile Creek: Davis,2019-08-13,26.0,7.0,0.3,0.03,0.03,0.027,15.0,2019,8,0.36
Tenmile Creek: Davis,2019-09-24,37.0,7.0,0.3,0.03,0.03,0.033,15.0,2019,9,0.36
Tenmile Creek: Davis,2019-10-17,90.0,6.3,0.3,0.03,0.03,0.033,10.0,2019,10,0.36
Tenmile Creek: Davis,2019-11-27,94.0,6.3,0.3,0.03,0.03,0.033,10.0,2019,11,0.36
Tenmile Creek: Davis,2019-12-27,100.0,6.8,0.3,0.03,0.03,0.033,15.0,2019,12,0.36
Tenmile Creek: Davis,2020-01-23,95.0,6.5,0.3,0.03,0.03,0.067,10.0,2020,1,0.36
Tenmile Creek: Davis,2020-02-14,100.0,6.3,0.3,0.03,0.03,0.02,10.0,2020,2,0.36
Tenmile Creek: Davis,2020-04-09,97.0,6.7,0.3,0.03,0.03,0.013,15.0,2020,4,0.36
Tenmile Creek: Davis,2020-05-19,104.0,6.3,0.3,0.03,0.03,0.033,10.0,2020,5,0.36
Tenmile Creek: Davis,2020-06-16,63.0,7.0,0.3,0.03,0.03,0.027,15.0,2020,6,0.36
Tenmile Creek: Davis,2020-07-15,28.0,7.0,0.3,0.03,0.03,0.027,15.0,2020,7,0.36
Tenmile Creek: Davis,2020-08-11,51.0,6.5,0.3,0.03,0.03,0.005,15.0,2020,8,0.36
Tenmile Creek: Davis,2020-09-08,65.0,6.5,0.3,0.03,0.03,0.005,10.0,2020,9,0.36
Tenmile Creek: Davis,2020-10-13,20.0,6.5,0.3,0.03,0.03,0.027,10.0,2020,10,0.36
Tiger Creek: Woods,2015-03-12,83.0,7.5,0.3,0.15,0.03,0.005,3000.0,2015,3,0.48
Tiger Creek: Woods,2015-06-04,74.0,,0.3,0.03,0.03,0.06,200.0,2015,6,0.36
Tiger Creek: Woods,2015-07-15,124.0,,0.3,0.03,0.03,0.007,2500.0,2015,7,0.36
Tiger Creek: Woods,2015-08-13,,8.2,0.3,0.03,0.03,0.007,3500.0,2015,8,0.36
Tiger Creek: Woods,2016-01-06,15.0,7.5,0.3,0.3,0.2,0.02,500.0,2016,1,0.8
Tiger Creek: Woods,2016-03-02,121.0,8.0,0.3,0.03,0.03,0.013,3500.0,2016,3,0.36
Tiger Creek: Woods,2016-04-04,80.0,7.5,0.3,0.03,5.0,0.04,5500.0,2016,4,5.33
Tiger Creek: Woods,2016-08-24,61.0,7.5,1.0,0.03,0.4,0.1,3000.0,2016,8,1.43
Travertine Creek: Central Campground,2006-10-31,90.0,8.0,0.5,0.08,0.1,0.007,10.0,2006,10,0.68
Trib to Coody Creek: Robinson Park,2018-11-28,137.0,8.0,2.0,1.0,3.0,1.16,35.0,2018,11,6.0
Trib to Coody Creek: Robinson Park,2018-12-27,98.0,7.75,2.0,0.075,0.6,1.0,15.0,2018,12,2.68
Trib to Coody Creek: Robinson Park,2019-01-23,84.0,7.75,2.0,0.03,0.5,0.133,20.0,2019,1,2.53
Trib to Coody Creek: Robinson Park,2019-03-25,85.0,7.75,0.15,0.2,4.0,0.5,30.0,2019,3,4.35
Trib to Coody Creek: Robinson Park,2019-08-22,125.0,7.75,2.0,0.03,0.03,0.233,15.0,2019,8,2.06
Trib to Coody Creek: Robinson Park,2019-10-31,100.0,7.5,2.0,0.03,0.2,0.233,20.0,2019,10,2.23
Trib to Coody Creek: Robinson Park,2019-11-27,105.0,7.5,2.0,0.03,0.2,0.33,25.0,2019,11,2.23
Trib to Coody Creek: Robinson Park,2019-12-26,165.0,8.0,1.0,0.15,0.03,0.2,35.0,2019,12,1.18
Trib to Coody Creek: Robinson Park,2020-02-21,77.0,7.5,2.0,0.15,0.2,0.133,40.0,2020,2,2.35
Trib to Coody Creek: Robinson Park,2020-04-30,77.0,7.5,0.3,0.03,4.0,1.0,30.0,2020,4,4.33
Trib to Coody Creek: Robinson Park,2020-05-29,126.0,7.5,1.5,0.03,0.03,0.233,25.0,2020,5,1.56
Turkey Creek,2016-01-28,90.0,8.0,0.3,0.03,0.03,0.033,60.0,2016,1,0.36
Turkey Creek,2016-02-26,106.0,7.25,0.3,0.03,0.03,0.027,60.0,2016,2,0.36
Turkey Creek,2016-03-26,95.0,7.75,0.3,0.03,0.03,0.033,65.0,2016,3,0.36
Turkey Creek,2016-04-23,83.0,7.5,0.3,0.03,0.03,0.06,50.0,2016,4,0.36
Turkey Creek,2016-05-28,95.0,7.5,0.3,0.03,0.03,0.08,25.0,2016,5,0.36
Turkey Creek,2016-06-20,81.0,7.5,0.3,0.03,0.8,0.153,60.0,2016,6,1.13
Turkey Creek,2016-07-13,52.0,7.5,0.3,0.03,0.03,0.053,30.0,2016,7,0.36
Turkey Creek,2016-08-17,60.0,7.5,0.3,0.03,0.03,0.04,45.0,2016,8,0.36
Turkey Creek,2016-09-19,49.0,7.5,0.3,0.03,0.03,0.04,35.0,2016,9,0.36
Turkey Creek,2016-10-24,65.0,7.5,0.3,0.03,0.03,0.047,45.0,2016,10,0.36
Turkey Creek,2016-11-21,80.0,7.5,0.3,0.03,0.03,0.047,40.0,2016,11,0.36
Turkey Creek,2016-12-14,76.0,7.5,0.5,0.03,0.03,0.047,40.0,2016,12,0.56
Turkey Creek,2017-01-11,79.0,7.5,0.5,0.03,0.03,0.033,40.0,2017,1,0.56
Turkey Creek,2017-02-09,111.0,8.0,1.0,0.03,0.03,0.027,35.0,2017,2,1.06
Turkey Creek,2017-03-18,130.0,8.0,0.5,0.03,0.03,0.02,50.0,2017,3,0.56
Turkey Creek,2017-04-24,104.0,7.75,1.0,0.03,0.03,0.073,15.0,2017,4,1.06
Turkey Creek,2017-05-26,81.0,7.75,0.3,0.03,0.03,0.04,35.0,2017,5,0.36
Turkey Creek,2017-06-20,48.0,7.5,0.3,0.03,0.03,0.04,30.0,2017,6,0.36
Turkey Creek,2017-07-29,36.0,7.75,0.3,0.03,0.1,0.047,45.0,2017,7,0.43
Turkey Creek,2017-08-27,75.0,7.5,0.3,0.03,0.03,0.02,45.0,2017,8,0.36
Turkey Creek,2017-09-25,25.0,7.75,0.3,0.03,0.03,0.08,40.0,2017,9,0.36
Turkey Creek,2017-10-26,97.0,7.75,0.3,0.03,0.03,0.04,25.0,2017,10,0.36
Turkey Creek,2017-11-29,48.0,7.5,1.0,0.03,0.1,0.18,25.0,2017,11,1.13
Turkey Creek,2017-12-20,45.0,7.5,1.0,0.03,0.03,0.02,35.0,2017,12,1.06
Turkey Creek,2018-01-31,91.0,7.5,1.0,0.03,0.03,0.013,55.0,2018,1,1.06
Turkey Creek,2018-02-12,97.0,7.5,1.0,0.03,0.03,0.007,55.0,2018,2,1.06
Turkey Creek,2018-03-22,84.0,7.5,0.3,0.03,0.03,0.02,40.0,2018,3,0.36
Turkey Creek,2018-04-24,143.0,8.0,0.3,0.03,0.03,0.02,35.0,2018,4,0.36
Turkey Creek,2018-05-30,63.0,7.5,1.0,0.03,0.03,0.087,15.0,2018,5,1.06
Turkey Creek,2018-06-27,90.0,7.5,1.0,0.03,0.03,0.053,20.0,2018,6,1.06
Turkey Creek,2018-07-17,15.0,7.5,0.3,0.03,0.03,0.013,35.0,2018,7,0.36
Turkey Creek,2018-08-22,86.0,7.5,1.0,0.03,0.03,0.06,25.0,2018,8,1.06
Turkey Creek,2018-09-24,13.0,7.25,0.3,0.03,0.2,0.02,45.0,2018,9,0.53
Turkey Creek,2018-10-23,117.0,7.75,0.3,0.03,0.03,0.033,30.0,2018,10,0.36
Turkey Creek,2018-11-21,104.0,7.5,0.3,0.03,0.03,0.02,35.0,2018,11,0.36
Turkey Creek,2018-12-16,107.0,7.5,0.3,0.03,0.03,0.02,35.0,2018,12,0.36
Turkey Creek,2019-01-18,110.0,7.5,1.0,0.03,0.03,0.02,25.0,2019,1,1.06
Turkey Creek,2019-02-25,144.0,7.5,1.0,0.03,0.03,0.02,40.0,2019,2,1.06
Turkey Creek,2019-03-27,153.0,7.75,0.3,0.03,0.03,0.02,55.0,2019,3,0.36
Turkey Creek,2019-04-27,74.0,7.5,2.0,0.03,0.03,0.033,55.0,2019,4,2.06
Turkey Creek,2019-05-27,130.0,7.5,0.3,0.03,0.03,0.04,15.0,2019,5,0.36
Turkey Creek,2019-06-13,106.0,7.25,2.0,0.03,0.03,0.04,30.0,2019,6,2.06
Turkey Creek,2019-07-23,100.0,7.5,0.3,0.03,0.03,0.033,25.0,2019,7,0.36
Turkey Creek,2019-08-14,91.0,7.5,0.3,0.03,0.03,0.04,25.0,2019,8,0.36
Turkey Creek,2019-09-14,110.0,7.5,0.3,0.03,0.1,0.04,60.0,2019,9,0.43
Turkey Creek,2019-10-22,86.0,7.25,0.3,0.03,0.03,0.02,25.0,2019,10,0.36
Turkey Creek,2019-11-25,125.0,7.25,0.3,0.03,0.1,0.02,30.0,2019,11,0.43
Turkey Creek,2019-12-19,111.0,7.5,0.3,0.03,0.03,0.013,45.0,2019,12,0.36
Turkey Creek,2020-01-30,,7.75,0.3,0.03,0.03,0.02,45.0,2020,1,0.36
Turkey Creek,2020-02-28,,7.75,1.0,0.03,0.03,0.013,35.0,2020,2,1.06
Turkey Creek,2020-03-26,146.0,7.25,0.3,0.03,0.1,0.02,30.0,2020,3,0.43
Turkey Creek,2020-04-27,136.0,7.5,0.3,0.03,0.1,0.02,35.0,2020,4,0.43
Turkey Creek,2020-05-20,126.0,7.5,0.3,0.03,0.03,0.033,30.0,2020,5,0.36
Turkey Creek,2020-06-26,104.0,7.5,0.3,0.03,0.03,0.027,35.0,2020,6,0.36
Turkey Creek,2020-07-24,52.0,7.5,0.3,0.03,0.1,0.02,45.0,2020,7,0.43
Turkey Creek,2020-08-18,53.0,7.5,0.3,0.03,0.2,0.027,30.0,2020,8,0.53
Turkey Creek,2020-09-24,91.0,7.5,0.3,0.03,0.03,0.033,30.0,2020,9,0.36
Turkey Creek,2020-10-24,47.0,7.25,0.3,0.03,0.03,0.033,15.0,2020,10,0.36
Turkey Creek: Bike Path,2018-02-23,75.0,7.5,0.3,0.03,,0.06,25.0,2018,2,0.36
Turkey Creek: Bike Path,2018-03-16,67.0,7.5,0.3,0.03,,0.02,30.0,2018,3,0.36
Turkey Creek: Bike Path,2018-04-20,68.0,7.25,3.5,0.03,0.03,0.033,35.0,2018,4,3.56
Turkey Creek: Bike Path,2018-05-18,11.0,7.25,0.3,0.03,0.03,0.08,35.0,2018,5,0.36
Turkey Creek: Bike Path,2018-09-28,18.0,7.25,0.3,0.03,0.03,0.08,15.0,2018,9,0.36
Turkey Creek: Bike Path,2018-11-02,66.0,7.25,0.3,0.03,0.03,0.06,35.0,2018,11,0.36
Twin Hills Creek: 121st,2016-10-13,,,,,,,,2016,10,0.36
Twin Hills Creek: 121st,2016-11-10,58.0,,0.3,0.03,0.03,0.047,25.0,2016,11,0.36
Twin Hills Creek: 121st,2017-03-09,111.0,7.5,0.3,0.03,0.03,0.013,50.0,2017,3,0.36
Twin Hills Creek: 121st,2017-04-20,107.0,7.5,0.3,0.03,0.03,0.1,45.0,2017,4,0.36
