Task,SiteName,WBID,IR_WBID,Latitude,Longitude,COMID,Date,Year,Cycle,PCID,County,Basin,RiverBasin,HUC_8,HUC_12,L4_Ecoregion,L3_Ecoregion,Mod_Ecoregion,StreamOrder,Watershed_Area,F.WP,WQ.Score,WQ.Grade,Bug.Score,Bug.Grade,Fish.Score,Fish.Grade,Habitat.Score,Habitat.Grade,Overall.Score,Letter.Grade
Blue Thumb,Spring Creek:  Coopers,OK121600-01-0290B,OK121600010290_00,36.124735,-95.2144075,21772709,8/21/2015,2015,3,OK121600-01-0290B_3,Mayes,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,455.5377,CWAC,NA,,0.765850639,C,0.98010098,A,0.98541781,A,0.910456476,A
Blue Thumb,Spring Creek:  Coopers,OK121600-01-0290B,OK121600010290_00,36.124735,-95.2144075,21772709,3/7/2016,2016,4,OK121600-01-0290B_4,Mayes,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,455.5377,CWAC,NA,,0.734320567,C,NA,,NA,,0.734320567,C
Blue Thumb,Spring Creek:  Fram Site,OK121600-01-0290R,OK121600010290_00,36.12547222,-94.947,21771551,9/2/2008,2008,2,OK121600-01-0290R_2,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,3,117.6534,CWAC,NA,,0.671668163,D,0.98010098,A,1,A,0.883923048,B
Blue Thumb,Spring Creek:  Fram Site,OK121600-01-0290R,OK121600010290_00,36.12547222,-94.947,21771551,7/10/2013,2013,3,OK121600-01-0290R_3,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,3,117.6534,CWAC,NA,,0.589336492,F,0.98010098,A,0.924964313,A,0.831467262,B
Blue Thumb,Spring Creek:  Fram Site,OK121600-01-0290R,OK121600010290_00,36.12547222,-94.947,21771551,7/31/2017,2017,4,OK121600-01-0290R_4,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,3,117.6534,CWAC,NA,,0.650109569,D,1.03950104,A,0.921360999,A,0.870323869,B
Blue Thumb,Spring Creek:  Fram Site,OK121600-01-0290R,OK121600010290_00,36.12547222,-94.947,21771551,1/8/2001,2001,1,OK121600-01-0290R_1,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,3,117.6534,CWAC,NA,,0.646441595,D,NA,,NA,,0.646441595,D
Blue Thumb,Spring Creek:  Horinek,OK621000-03-0090M,OK621000030090_00,36.835617,-97.078907,21001677,9/3/2010,2010,2,OK621000-03-0090M_2,Kay,Cimarron-Upper Arkansas,Arkansas R.,11060004,1.106E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,27.0423,WWAC,NA,,0.55634638,F,NA,,NA,,0.55634638,F
Blue Thumb,Spring Creek:  Horinek,OK621000-03-0090M,OK621000030090_00,36.835617,-97.078907,21001677,6/20/2011,2011,3,OK621000-03-0090M_3,Kay,Cimarron-Upper Arkansas,Arkansas R.,11060004,1.106E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,27.0423,WWAC,NA,,0.456321824,F,1.027703,A,0.761284383,C,0.748436402,C
Blue Thumb,Spring Creek:  Horinek,OK621000-03-0090M,OK621000030090_00,36.83562,-97.07891,21001677,6/20/2011,2014,3,OK621000-03-0090M_3,Kay,Cimarron-Upper Arkansas,Arkansas R.,11060004,1.106E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,27.0423,WWAC,NA,,0.456321824,F,1.027703,A,0.761284383,C,0.748436402,C
Blue Thumb,Spring Creek:  I-35,OK520710-02-0030G,OK520710020030_00,35.64744,-97.424,532867,8/11/2014,2014,3,OK520710-02-0030G_3,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,40.0509,WWAC,NA,,0.41347738,F,0.6593407,D,0.672776282,D,0.581864787,F
Blue Thumb,Spring Creek:  I-35,OK520710-02-0030G,OK520710020030_00,35.64744444,-97.424,532867,7/17/2018,2018,4,OK520710-02-0030G_4,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,40.0509,WWAC,NA,,0.569106813,F,0.5714286,F,0.599208331,D,0.579914581,F
Blue Thumb,Spring Creek:  I-35,OK520710-02-0030G,OK520710020030_00,35.64744444,-97.424,532867,8/28/2006,2006,2,OK520710-02-0030G_2,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,40.0509,WWAC,NA,,0.425681063,F,0.571428581,F,0.680483268,D,0.559197637,F
Blue Thumb,Spring Creek:  I-35,OK520710-02-0030G,OK520710020030_00,35.64744444,-97.424,532867,8/28/2006,2010,2,OK520710-02-0030G_2,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,40.0509,WWAC,NA,,0.425681063,F,0.571428581,F,0.680483268,D,0.559197637,F
Blue Thumb,Spring Creek:  I-35,OK520710-02-0030G,OK520710020030_00,35.64744444,-97.424,532867,9/24/2001,2001,1,OK520710-02-0030G_1,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,40.0509,WWAC,NA,,0.43502664,F,1.010989,A,NA,,0.72300782,C
Blue Thumb,Spring Creek:  Oaks,OK121600-01-0290V,OK121600010290_00,36.16925,-94.856,21771487,7/18/2001,2001,1,OK121600-01-0290V_1,Delaware,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,2,29.4822,CWAC,NA,,0.786671993,C,NA,,NA,,0.786671993,C
Blue Thumb,Spring Creek:  Reed Auto/Kansas,OK121600-01-0290Y,OK620920010080_00,36.205,-98.6065,21048096,1/17/2001,2001,1,OK121600-01-0290Y_1,Delaware,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,20.5452,WWAC,NA,,1.119313281,A,NA,,NA,,1.119313281,A
Blue Thumb,Spring Creek:  Rocky Ford,OK121600-01-0290T,OK121600010290_00,36.144477,-94.907317,21771527,2/3/2021,2021,5,OK121600-01-0290T_5,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,91.3734,CWAC,NA,,0.809901227,B,NA,,NA,,0.809901227,B
Blue Thumb,Spring Creek:  Rocky Ford,OK121600-01-0290T,OK121600010290_00,36.144477,-94.907317,21771527,6/1/2021,2021,5,OK121600-01-0290T_5,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Dissected Springfield Plateau-Elk River Hills,Ozark Highlands,Ozark Highlands,3,34.77759248,CWAC,0.961538462,A,0.842307692,B,0.861300861,B,0.955243398,A,3.620390413,A
Blue Thumb,Spring Creek:  Rocky Ford,OK121600-01-0290T,OK121600010290_00,36.144477,-94.907317,21771527,6/1/2021,2021,5,OK121600-01-0290T_5,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Dissected Springfield Plateau-Elk River Hills,Ozark Highlands,Ozark Highlands,3,34.77759248,CWAC,0.961538462,A,0.86098059,B,0.861300861,B,0.921153846,A,0.90124344,A
Blue Thumb,Spring Creek:  Rooney,OK121600-01-0290N,OK121600010290_00,36.08444,-95.03444,21772981,8/4/2009,2009,2,OK121600-01-0290N_2,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,206.6679,CWAC,NA,,0.77701741,C,1.020723786,A,0.891722817,B,0.896488004,A
Blue Thumb,"Spring Creek:  Timberlake, Downstream",OK121600-01-0290H,OK121600010290_00,36.123046,-95.109005,21772973,2/20/2019,2019,4,OK121600-01-0290H_4,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,33.3684,CWAC,NA,,0.573593378,F,NA,,NA,,0.573593378,F
Blue Thumb,"Spring Creek:  Timberlake, Downstream",OK121600-01-0290H,OK121600010290_00,36.12416667,-95.10611111,21772705,6/21/2001,2001,1,OK121600-01-0290H_1,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,1,33.3684,CWAC,NA,,NA,,1.020723786,A,NA,,1.020723786,A
Blue Thumb,Spring Creek: Martin Park,OK620910-04-0170A,OK620910040170_00,35.6048,-97.6082,254838,7/24/2019,2019,4,OK620910-04-0170A_4,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,34664.09,WWAC,NA,,0.766383258,C,1.027703,A,0.842211567,B,0.878765942,B
Blue Thumb,Spring Creek: Martin Park,OK620910-04-0170A,OK620910040170_00,35.6048,-97.6082,254838,8/8/2014,2014,3,OK620910-04-0170A_3,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,34664.09,WWAC,NA,,0.82812333,B,1.027703,A,0.795719523,B,0.883848618,B
Blue Thumb,Spring Creek: Martin Park,OK620910-04-0170A,OK620910040170_00,35.6048,-97.6082,254838,2/24/2021,2021,5,OK620910-04-0170A_5,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,34664.09,WWAC,NA,,0.667739942,D,NA,,NA,,0.667739942,D
Blue Thumb,Spring Creek: Oklahoma Ave.,OK720500-01-0270G,OK720500010270_00,36.4334,-99.4208,388806,7/10/2012,2012,3,OK720500-01-0270G_3,Woodward,Cimarron-Upper Arkansas,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,3,41.004,WWAC,NA,,0.504380232,F,0.580875782,F,0.807333333,B,0.630863116,D
Blue Thumb,Spring Creek: Oklahoma Ave.,OK720500-01-0270G,OK720500010270_00,36.4334,-99.4208,388806,2/22/2020,2020,4,OK720500-01-0270G_4,Woodward,Cimarron-Upper Arkansas,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,3,41.004,WWAC,NA,,0.626802959,D,NA,,NA,,0.626802959,D
Blue Thumb,Spring Creek: Three Spring Farm,OK121600-01-0290U,OK121600010290_00,36.1559,-94.87267,21771511,2/3/2021,2021,5,OK121600-01-0290U_5,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,64.053,CWAC,NA,,0.844832619,B,NA,,NA,,0.844832619,B
Blue Thumb,Spring Creek: Three Spring Farm,OK121600-01-0290U,OK121600010290_00,36.1559,-94.87267,21771511,7/6/2018,2018,4,OK121600-01-0290U_4,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,64.053,CWAC,NA,,0.794962776,C,NA,,NA,,0.794962776,C
Blue Thumb,Spring River:  Wenzel,OK121600-07-0010M,OK121600070010_00,36.92083,-94.73758,7592699,1/5/2008,2008,NA,NA,Ottawa,NA,Arkansas R.,11070207,NA,Springfield Plateau,Ozark Highlands,NA,6,6543.5328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Spunky Creek:  Berry Sports Complex,OK121500-02-0480F,OK121500020480_00,36.18058,-95.74153,832966,6/21/2011,2011,3,OK121500-02-0480F_3,Rogers,Neosho-Grand,Arkansas R.,11070105,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,62.5707,WWAC,NA,,0.638238764,D,0.982905983,A,1,A,0.873714916,B
Blue Thumb,Spunky Creek:  Berry Sports Complex,OK121500-02-0480F,OK121500020480_00,36.18058,-95.74153,832966,1/6/2009,2009,2,OK121500-02-0480F_2,Rogers,Neosho-Grand,Arkansas R.,11070105,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,62.5707,WWAC,NA,,0.940117408,A,NA,,NA,,0.940117408,A
Blue Thumb,Spunky Creek:  Hwy 412,OK121500-02-0480K,OK121500020480_00,36.1626111,-95.7454166,832966,8/13/2007,2007,2,OK121500-02-0480K_2,Rogers,Neosho-Grand,Arkansas R.,11070105,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,62.5707,WWAC,NA,,0.710564944,C,0.897435897,A,0.867620505,B,0.825207115,B
Blue Thumb,Spunky Creek:  Hwy 412,OK121500-02-0480K,OK121500020480_00,36.1626111,-95.7454166,832966,8/9/2004,2004,1,OK121500-02-0480K_1,Rogers,Neosho-Grand,Arkansas R.,11070105,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,62.5707,WWAC,NA,,0.320763668,F,0.897435897,A,0.722024322,C,0.646741296,D
Blue Thumb,Spunky Creek:  Hwy 412,OK121500-02-0480K,OK121500020480_00,36.16261,-95.74542,832966,7/20/2015,2015,3,OK121500-02-0480K_3,Rogers,Neosho-Grand,Arkansas R.,11070105,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,62.5707,WWAC,NA,,0.622661984,D,0.8974359,A,1,A,0.840032628,B
Blue Thumb,Spunky Creek:  Hwy 412,OK121500-02-0480K,OK121500020480_00,36.1626111,-95.7454166,832966,3/3/2021,2021,5,OK121500-02-0480K_5,Rogers,Neosho-Grand,Arkansas R.,11070105,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,62.5707,WWAC,NA,,0.749509965,C,NA,,0.978881524,A,0.864195744,B
Blue Thumb,Spunky Creek:  Hwy 412,OK121500-02-0480K,OK121500020480_00,36.1626111,-95.7454166,832966,8/31/2016,2016,4,OK121500-02-0480K_4,Rogers,Neosho-Grand,Arkansas R.,11070105,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,62.5707,WWAC,NA,,0.615351595,D,NA,,NA,,0.615351595,D
Blue Thumb,Stage Stand Creek:  Hwy 81,OK311210-00-0060Y,OK311210000060_00,34.57554,-97.96705,8357643,6/11/2010,2010,2,OK311210-00-0060Y_2,Stephens,Washita-Red,Upper Red R.,11130208,1.11302E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,1,10.467,WWAC,NA,,0.498553933,F,0.3956044,F,0.779597127,C,0.557918487,F
Blue Thumb,Stillwater Creek:  Babcock Park,OK620900-04-0070M,OK620900040070_10,36.10425,-97.0876111,492114,8/26/2014,2014,3,OK620900-04-0070M_3,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,4,393.7419,HLAC,NA,,0.630016188,D,NA,F,1,A,0.815008094,B
Blue Thumb,Stillwater Creek:  Babcock Park,OK620900-04-0070M,OK620900040070_10,36.10425,-97.0876111,492114,8/18/2005,2005,1,OK620900-04-0070M_1,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,4,393.7419,HLAC,NA,,0.735520035,C,NA,F,0.863758222,B,0.799639128,B
Blue Thumb,Stillwater Creek:  Babcock Park,OK620900-04-0070M,OK620900040070_10,36.10425,-97.08761,492114,9/11/2019,2019,4,OK620900-04-0070M_4,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,4,393.7419,HLAC,NA,,0.485492747,F,NA,F,0.803823881,B,0.644658314,D
Blue Thumb,Stillwater Creek:  Babcock Park,OK620900-04-0070M,OK620900040070_10,36.10425,-97.08761,492114,8/24/2008,2008,2,OK620900-04-0070M_2,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,4,393.7419,HLAC,NA,,0.785405696,C,NA,,NA,,0.785405696,C
Blue Thumb,Stillwater Creek:  Babcock Park,OK620900-04-0070M,OK620900040070_10,36.10425,-97.08761,492114,3/1/2021,2021,5,OK620900-04-0070M_5,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,4,393.7419,HLAC,NA,,0.630919098,D,NA,,NA,,0.630919098,D
Blue Thumb,Stillwater Creek:  Mid 2,OK620900-04-0070H,OK620900040070_00,36.079,-96.9979,493684,12/19/2013,2013,NA,NA,Payne,NA,Cimarron R.,11050003,NA,Cross Timbers Transition,Central Great Plains,NA,4,572.5143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Stillwater Creek:  South Sangre Road,OK620900-04-0070P,OK620900040070_10,36.11808,-97.10511,492070,2/17/2011,2011,3,OK620900-04-0070P_3,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,4,338.2227,HLAC,NA,,0.533937087,F,NA,,NA,,0.533937087,F
Blue Thumb,Stillwater Creek:  South Sangre Road,OK620900-04-0070P,OK620900040070_10,36.11808,-97.10511,492070,6/29/2009,2009,2,OK620900-04-0070P_2,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,4,338.2227,HLAC,NA,,NA,,0.5714286,F,0.81796127,B,0.694694935,D
Blue Thumb,Stillwater Creek:  Western,OK620900-04-0070L,OK620900040070_10,36.10425,-97.08761,492114,1/4/2008,2008,2,OK620900-04-0070L_2,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,4,393.7419,HLAC,NA,,0.65250163,D,NA,,NA,,0.65250163,D
Blue Thumb,Stillwater Creek: Brush Creek Rd,OK620900-04-0070J,OK620900040070_10,36.089,-97.0157,492188,3/9/2015,2015,3,OK620900-04-0070J_3,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,4,474.3873,HLAC,NA,,0.663418897,D,NA,,NA,,0.663418897,D
Blue Thumb,Stillwater Creek: Brush Creek Rd,OK620900-04-0070J,OK620900040070_10,36.089,-97.0157,492188,2/29/2016,2016,4,OK620900-04-0070J_4,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,4,474.3873,HLAC,NA,,0.644779062,D,NA,,NA,,0.644779062,D
Blue Thumb,Stillwater Creek: N3370 Rd.,OK620900-04-0070G,OK620900040070_00,36.0789,-96.9978,493684,2/20/2013,2013,3,OK620900-04-0070G_3,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,4,572.5143,HLAC,NA,,0.58899225,F,NA,,NA,,0.58899225,F
Blue Thumb,Sugar Creek:  CR 1320,OK310830-05-0010C,OK310830050010_00,35.10244,-98.17707,682633,8/6/2007,2007,2,OK310830-05-0010C_2,Caddo,Washita-Red,Washita R.,11130302,1.11303E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,603.6336,WWAC,NA,,0.47694686,F,0.3956044,F,0.618189944,D,0.496913735,F
Blue Thumb,Sugar Creek:  CR 1320,OK310830-05-0010C,OK310830050010_00,35.10244,-98.17707,682633,7/14/2011,2011,3,OK310830-05-0010C_3,Caddo,Washita-Red,Washita R.,11130302,1.11303E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,603.6336,WWAC,NA,,NA,,0.3076923,F,0.541569765,F,0.424631033,F
Blue Thumb,Summerfield Creek: S. 4510 Road,OK121600-02-0200M,OK121600020200_00,36.46065,-94.975383,21770597,7/17/2012,2012,3,OK121600-02-0200M_3,Delaware,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,59.8545,WWAC,NA,,0.499037123,F,0.680482524,D,0.950979897,A,0.710166515,C
Blue Thumb,Sycamore Creek:  D 4685,OK121600-03-0510S,OK121600030510_00,36.80783333,-94.645,7583161,6/30/2008,2008,2,OK121600-03-0510S_2,Ottawa,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,2,58.1049,CWAC,NA,,0.872016826,B,1.082585834,A,1,A,0.984867553,A
Blue Thumb,Sycamore Creek:  D 4685,OK121600-03-0510S,OK121600030510_00,36.80783333,-94.645,7583161,1/6/2001,2001,1,OK121600-03-0510S_1,Ottawa,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,2,58.1049,CWAC,NA,,0.931186914,A,NA,,NA,,0.931186914,A
Blue Thumb,Sycamore Creek:  D 4685,OK121600-03-0510S,OK121600030510_00,36.80783333,-94.645,7583161,9/6/2017,2017,4,OK121600-03-0510S_4,Ottawa,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,2,58.1049,CWAC,NA,,0.84863667,B,NA,,NA,,0.84863667,B
Blue Thumb,Sycamore Creek:  D 4685,OK121600-03-0510S,OK121600030510_00,36.80783333,-94.645,7583161,3/7/2011,2011,3,OK121600-03-0510S_3,Ottawa,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,2,58.1049,CWAC,NA,,0.704709172,C,NA,,NA,,0.704709172,C
Blue Thumb,Sycamore Creek:  D 4685,OK121600-03-0510S,OK121600030510_00,36.80783333,-94.645,7583161,3/5/2021,2021,5,OK121600-03-0510S_5,Ottawa,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,2,58.1049,CWAC,NA,,0.661068816,D,NA,,NA,,0.661068816,D
Blue Thumb,TAG Trib to North Canadian River:  West 19nd Street,OK520530-00-0200B,OK520530000200_00,35.66745,-98.28873,391082,7/15/2010,2010,2,OK520530-00-0200B_2,Canadian,Arkansas-Canadian,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,24.8643,HLAC,NA,,0.458581513,F,0.938337802,A,0.558365548,F,0.651761621,D
Blue Thumb,Tahlequah Creek:  Ross Branch,OK121700-03-0030G,OK121700030030_00,35.89618,-94.97092,400612,8/11/2010,2010,2,OK121700-03-0030G_2,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,2,15.8085,WWAC,NA,,0.615791928,D,0.6831007,D,1,A,0.766297543,C
Blue Thumb,Tahlequah Creek:  Ross Branch,OK121700-03-0030G,OK121700030030_00,35.89618,-94.97092,400612,6/13/2013,2013,3,OK121700-03-0030G_3,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,2,15.8085,WWAC,NA,,0.686471764,D,0.742500743,C,0.887597984,B,0.772190164,C
Blue Thumb,Tahlequah Creek:  Ross Branch,OK121700-03-0030G,OK121700030030_00,35.89618,-94.97092,400612,8/9/2017,2017,4,OK121700-03-0030G_4,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,2,15.8085,WWAC,NA,,0.47294878,F,0.8613009,B,0.736475586,C,0.690241755,D
Blue Thumb,Tahlequah Town Branch:  Basin Street,OK121700-03-0040G,OK121700030040_00,35.89683333,-94.97,400604,7/16/2008,2008,2,OK121700-03-0040G_2,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,2,17.3034,CWAC,NA,,0.71251326,C,0.6237006,D,1,A,0.778737953,C
Blue Thumb,Tahlequah Town Branch:  Basin Street,OK121700-03-0040G,OK121700030040_00,35.89683,-94.97,400604,6/11/2013,2013,3,OK121700-03-0040G_3,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,2,17.3034,CWAC,NA,,0.682704756,D,0.6237006,D,1,A,0.768801785,C
Blue Thumb,Tahlequah Town Branch:  Basin Street,OK121700-03-0040G,OK121700030040_00,35.89683,-94.97,400604,8/2/2017,2017,4,OK121700-03-0040G_4,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,2,17.3034,CWAC,NA,,0.625075729,D,0.6831007,D,0.934362514,A,0.747512981,C
Blue Thumb,Tahlequah Town Branch:  Basin Street,OK121700-03-0040G,OK121700030040_00,35.89683333,-94.97,400604,8/28/2002,2002,1,OK121700-03-0040G_1,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,2,17.3034,CWAC,NA,,0.693189049,D,0.742500743,C,NA,,0.717844896,C
Blue Thumb,Tahlequah Town Branch:  Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,400552,9/13/2001,2001,1,OK121700-03-0040P_1,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,2,12.4911,CWAC,NA,,0.664201003,D,0.5049005,F,NA,,0.584550751,F
Blue Thumb,Tahlequah Town Branch:  Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786,-94.97,400552,8/1/2017,2017,4,OK121700-03-0040P_4,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,2,12.4911,CWAC,NA,,0.666064928,D,0.5049005,F,1,A,0.723655143,C
Blue Thumb,Tahlequah Town Branch:  Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,400552,7/17/2008,2008,2,OK121700-03-0040P_2,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,2,12.4911,CWAC,NA,,0.681352498,D,0.564300564,F,0.950915039,A,0.732189367,C
Blue Thumb,Tahlequah Town Branch:  Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786,-94.97,400552,7/8/2013,2013,3,OK121700-03-0040P_3,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,2,12.4911,CWAC,NA,,0.620686994,D,0.6831007,D,1,A,0.767929231,C
Blue Thumb,Taloka Creek:  N 4430,OK220300-00-0020M,OK220300000020_00,35.29578333,-95.13306667,510805,8/3/2007,2007,2,OK220300-00-0020M_2,Haskell,Arkansas-Canadian,Canadian R.,11090204,1.10902E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,4,51.9759,WWAC,NA,,0.60953257,D,0.62962963,D,0.699927462,C,0.646363221,D
Blue Thumb,Taloka Creek:  N 4430,OK220300-00-0020M,OK220300000020_00,35.29578333,-95.13306667,510805,1/13/2020,2018,4,OK220300-00-0020M_4,Haskell,Arkansas-Canadian,Canadian R.,11090204,1.10902E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,4,51.9759,WWAC,0.5625,F,0.799890017,B,0.777777778,C,0.978103796,A,0.779567898,C
