SiteName,WBID,County,Date,Time,Latitude,Longitude,Water.Temp,DO.Final.1,DO.Saturation,pH.Final.1,Nitrate.Final.1,Nitrite.Final.1,Ammonia.Final.1,OP.Final.1,Chloride.Final.1,Ecoli,Task,RiverBasin,HUC_8
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,2/28/2009,4:00 PM,36.72837,-96.18233,10,10,88,7.8,0.5,0.08,0.1,0.033,20,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,4/18/2009,.,36.72837,-96.18233,15,9,90,7.7,.,.,0.1,0.066666667,15,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,6/20/2009,.,36.72837,-96.18233,28,8,105,7.9,.,.,0.1,0.013333333,.,13,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,7/25/2009,.,36.72837,-96.18233,28,6,79,7.8,.,.,0.1,0.02,25,780,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,9/27/2009,.,36.72837,-96.18233,23,8,95,7.9,.,.,0.1,0.013333333,30,20,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,11/21/2009,.,36.72837,-96.18233,10,9,80,8,.,.,0.1,0.06,15,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,2/28/2010,.,36.72837,-96.18233,5,12,90,7.6,.,.,0.1,0.013333333,20,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,4/17/2010,.,36.72837,-96.18233,19,8,87,7.8,.,.,0.1,0.04,20,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,6/19/2010,.,36.72837,-96.18233,30,8,110,7.8,.,.,0.1,0.033333333,15,146,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,7/30/2010,.,36.72837,-96.18233,29,6,80,7.8,.,.,0.1,0.007,15,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,10/3/2010,.,36.72837,-96.18233,18,7,75,7.7,.,.,0.1,0.007,15,86,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,11/20/2010,.,36.72837,-96.18233,11,7,64,7.7,.,.,0.1,0.013333333,30,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,1/2/2011,.,36.72837,-96.18233,6,11,85,7.8,.,.,0.1,0.026666667,45,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,3/4/2011,.,36.72837,-96.18233,11,9,81,7.7,.,.,0.1,0.04,25,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,4/16/2011,.,36.72837,-96.18233,18,7,75,8,.,.,0.1,0.007,30,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,6/12/2011,.,36.72837,-96.18233,28,7,91,7.8,.,0.5,0.1,0.007,30,40,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,7/22/2011,.,36.72837,-96.18233,30,7,96,8,1,.,0.1,0.02,35,40,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,9/10/2011,.,36.72837,-96.18233,26,7,87,7.9,.,.,0.1,0.02,45,6,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,10/7/2011,.,36.72837,-96.18233,20,7,79,7.9,.,.,0.1,0.006666667,50,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,12/30/2011,.,36.72837,-96.18233,8,11,92,7.9,.,.,0.1,0.06,45,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,2/10/2012,.,36.72837,-96.18233,8,9,76,7.7,.,.,0.1,0.066666667,15,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,3/31/2012,.,36.72837,-96.18233,22,9,105,8,0.5,.,0.1,0.04,15,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,5/26/2012,.,36.72837,-96.18233,27,9,115,7.2,.,.,0.1,0.007,15,26,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,6/15/2012,.,36.72837,-96.18233,28,8,105,8,.,.,0.1,0.007,15,13,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,8/19/2012,.,36.72837,-96.18233,26,5,64,7.9,.,.,0.1,0.007,30,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,11/10/2012,.,36.72837,-96.18233,15,9,90,7.8,.,.,0.1,0.013333333,45,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,1/31/2013,.,36.72837,-96.18233,10,9,80,7.8,.,.,0.1,0.007,30,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,3/9/2013,.,36.72837,-96.18233,9,12,101,7.9,.,1,0.1,0.02,75,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,4/28/2013,.,36.72837,-96.18233,16,9,91,7.8,.,.,0.1,0.007,40,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,6/16/2013,12:00 PM,36.72837,-96.18233,29,9,121,7.9,0,0,0,0,15,153.3333333,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,8/24/2013,11:30 AM,36.72837,-96.18233,27,8,104,7.8,0,0,0,0,10,46.66666667,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,10/26/2013,2:30 PM,36.72837,-96.18233,13,9,86,7.8,1.5,0.5,0,0.02,20,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,2/14/2014,11:15 AM,36.72837,-96.18233,4,13,95,7.8,0,0,0,0.033,35,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,3/15/2014,11:00 AM,36.72837,-96.18233,10,11,96,8,0.5,0,0,0.013,40,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,5/17/2014,10:30 AM,36.72837,-96.18233,20,9,100,7.7,1.5,0,0,0,35,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,7/19/2014,12:00 PM,36.72837,-96.18233,23,8,95,7.8,0,0,0,0.053,35,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,9/12/2014,10:30 AM,36.72837,-96.18233,22,6,70,7.6,0,0,0,0.04,20,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,12/26/2014,12:15 PM,36.72837,-96.18233,7.5,13,105,7.8,0,1,0,0,25,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,2/19/2015,10:00 AM,36.72837,-96.18233,8,11,91,7.8,2,0,0,0.02,35,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,4/4/2015,4:00 PM,36.72837,-96.18233,16,10,100,7.7,0,0,0,0,65,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,6/20/2015,1:30 PM,36.72837,-96.18233,27,7,89,7.8,0,0,0,0.047,15,153.3333333,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,7/31/2015,12:00 PM,36.72837,-96.18233,30,7,95,7.9,0,0,0,0,20,186.6666667,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,9/7/2015,10:00 AM,36.72837,-96.18233,27,7,90,7.9,0,0,0,0,40,53.33333333,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,11/25/2015,4:00 PM,36.72837,-96.18233,13,13,120,7.9,0,0,0,0,40,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,1/23/2016,1:00 PM,36.72837,-96.18233,3,13,91,7.7,0,0,0,0,25,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,3/20/2016,4:45 PM,36.72837,-96.18233,13,10,95,7.7,0,0,0,0.02,25,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,6/7/2016,4:30 PM,36.72837,-96.18233,24,8,96,7.4,0,0,0,0.06,10,86.66666667,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,8/13/2016,10:48 AM,36.72837,-96.18233,30,7,96,8,0,0,0,0.133,25,13.33333333,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,10/3/2016,10:20 AM,36.72837,-96.18233,20,9,100,7.9,0,0,0,0,25,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,12/16/2016,12:15 PM,36.72837,-96.18233,6,13,100,7.8,0,0,0,0,15,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,2/17/2017,10:00 AM,36.72837,-96.18233,9,13,109,7.8,0,0,0,0,25,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,4/1/2017,11:15 AM,36.72837,-96.18233,13,8,76,7.9,0,0,0,0.0333,10,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,5/19/2017,5:15 PM,36.72837,-96.18233,22.5,8,95,7.8,0,0,0,0,10,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,6/29/2017,6:10 PM,36.72837,-96.18233,30,7,96,7.8,0,0,0,0.007,20,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,8/5/2017,11:15 AM,36.72837,-96.18233,27,8,103,8,0,0,0,0,25,26.66666667,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,11/4/2017,11:45 AM,36.72837,-96.18233,12,8,75,7.7,0,0,0,0,15,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,1/6/2018,2:15 PM,36.72837,-96.18233,5,12,90,7.7,0,0,0,0.02,30,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,3/9/2018,12:00 PM,36.72837,-96.18233,11,12,106,7.7,0,0,0,0.027,15,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,5/11/2018,6:00 PM,36.72837,-96.18233,25,8,100,7.7,0,0,0,0,30,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,7/7/2018,11:00 AM,36.72837,-96.18233,29,6,81,7.8,0,0,0,0,10,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,8/15/2018,12:00 PM,36.72837,-96.18233,27,12,152,7.7,1,0,0,0.047,30,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,11/10/2018,12:00 PM,36.72837,-96.18233,10,10,89,7.5,0,0,0,0.03,25,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,1/25/2019,2:30 PM,36.72837,-96.18233,4,9,68,7.7,0,0,0,0,20,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,3/17/2019,11:30 AM,36.72837,-96.18233,9.5,12,104,7.75,0,0,0,0,35,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,9/7/2019,11:15 AM,36.72837,-96.18233,27,8,105,7.6,0,0,0,0,25,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,11/16/2019,11:45 AM,36.72837,-96.18233,7,10,80,7.7,0,0,0,0.067,25,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,1/10/2020,1:10 PM,36.72837,-96.18233,7,15,120,8,0,0,0,0.013,35,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,1/26/2020,1:00 PM,36.72837,-96.18233,5,13,97,7.6,0,0,0,0,20,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,2/15/2020,2:00 PM,36.72837,-96.18233,4,15,122,8,0,0,0,0.013,30,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,3/7/2020,12:30 PM,36.72837,-96.18233,10,11,97,7.7,0,0,0,0,25,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,4/25/2020,3:00 PM,36.72837,-96.18233,12,12,108,8,0,0,0,0.013,15,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,5/7/2020,11:00 AM,36.72837,-96.18233,20,7,79,7.3,0,0,0,0,15,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,5/16/2020,2:00 PM,36.72837,-96.18233,18,11,117,7.5,0,0,.,.,20,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,6/27/2020,4:00 PM,36.72837,-96.18233,30,9,124,8,0,0,0,0.013,30,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,7/19/2020,11:30 AM,36.72837,-96.18233,30,7,96,7.6,0,0,0,0.027,25,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,8/2/2020,11:00 AM,36.72837,-96.18233,28,9,120,7.5,0,0,0,0.013,25,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,8/22/2020,11:00 AM,36.72837,-96.18233,24,8,98,7.5,0,0,0,0.013,30,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,9/18/2020,3:30 PM,36.72837,-96.18233,23,8,95,7.8,0,0,0,0.04,10,.,Blue Thumb,Arkansas R.,11070106
Sand Creek: Osage Hills State Park,OK121400-04-0010M,Osage,10/3/2020,2:00 PM,36.72837,-96.18233,20,11,121,8,0,0,0,0.013,20,.,Blue Thumb,Arkansas R.,11070106
Sandy Creek: Propst,OK520700-03-0040K,Creek,2/12/2009,10:15 AM,35.69508,-96.35695,7,11,89,7.5,0.5,0.08,0.1,0.007,55,.,Blue Thumb,Canadian R.,11100303
Sandy Creek: Propst,OK520700-03-0040K,Creek,3/10/2009,10:45 AM,35.69508,-96.35695,19,10,110,8,0.5,0.08,0.1,0.007,120,.,Blue Thumb,Canadian R.,11100303
Sandy Creek: Propst,OK520700-03-0040K,Creek,6/5/2009,.,35.69508,-96.35695,28,8,105,8,0.5,.,0.1,0.007,80,300,Blue Thumb,Canadian R.,11100303
Sandy Creek: Propst,OK520700-03-0040K,Creek,9/1/2009,.,35.69508,-96.35695,25,8,100,7.5,.,.,0.4,0.007,75,.,Blue Thumb,Canadian R.,11100303
Sandy Creek: Propst,OK520700-03-0040K,Creek,10/28/2009,.,35.69508,-96.35695,16,9,71,7.3,.,.,0.1,0.007,45,.,Blue Thumb,Canadian R.,11100303
Sandy Creek: Propst,OK520700-03-0040K,Creek,12/31/2009,.,35.69508,-96.35695,3,13,71,7.3,.,.,0.1,0.013333333,60,.,Blue Thumb,Canadian R.,11100303
Sandy Creek: Propst,OK520700-03-0040K,Creek,8/3/2010,10:15 AM,35.69508,-96.35695,26,7,90,7.75,0,0,0.1,0.007,55,.,Blue Thumb,Canadian R.,11100303
Sandy Creek: Propst,OK520700-03-0040K,Creek,10/19/2010,.,35.69508,-96.35695,19,8,87,7.5,.,.,0.1,0.026666667,140,.,Blue Thumb,Canadian R.,11100303
Sandy Creek: Propst,OK520700-03-0040K,Creek,8/30/2011,.,35.69508,-96.35695,29,2.2,32,7.8,0.5,.,0.1,0.007,120,.,Blue Thumb,Canadian R.,11100303
Sans Bois Creek,OK220200-04-0010L,Haskell,9/1/2015,8:45 AM,35.100638,-95.2796,23,6,72,7,0,0,.,0.27,15,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,9/2/2015,9:00 AM,35.100638,-95.2796,25,7,85,7,1,0,0,0.007,15,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,10/21/2015,11:13 AM,35.100638,-95.2796,15,.,.,.,.,.,.,.,.,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,10/21/2015,10:20 AM,35.100638,-95.2796,.,.,.,7,0,0,.,0,15,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,10/22/2015,9:00 AM,35.100638,-95.2796,15,.,.,6.9,0,0,0.3,0.013,15,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,12/10/2015,11:14 AM,35.100638,-95.2796,10,12,105,6.5,0,0,0.2,0,20,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,1/10/2016,10:18 AM,35.100638,-95.2796,10,11,96,7,1,0,0.2,0,20,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,1/28/2016,11:20 AM,35.100638,-95.2796,9,10,86,7,0,0,.,0,25,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,3/29/2016,10:00 AM,35.100638,-95.2796,15,11,110,7,0,0,0.1,0.013,20,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,5/5/2016,10:00 AM,35.100638,-95.2796,17,9,95,7,.,.,.,.,.,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,9/21/2016,10:20 AM,35.100638,-95.2796,23,0.6,5,7,0,0,0.2,0.067,15,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,11/14/2016,.,35.100638,-95.2796,10,5,45,7,0,0.15,0.2,0.065,20,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,2/15/2017,10:15 AM,35.100638,-95.2796,10,9,80,7,0,0,0.2,0.067,25,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,8/30/2017,8:15 AM,35.100638,-95.2796,24,5,60,7,0,0,0.3,0.02,20,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,9/26/2017,8:24 AM,35.100638,-95.2796,25,4,50,7,0,0,0,0.027,15,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,10/31/2017,9:00 AM,35.100638,-95.2796,8,10,84,6.5,0,0,0.2,0.02,15,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,1/25/2018,10:15 AM,35.100638,-95.2796,7,12,95,7,.,.,0,0.013,30,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,3/13/2018,10:15 AM,35.100638,-95.2796,10,11,96,7,1.5,0,0,0,15,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,8/28/2018,8:15 AM,35.100638,-95.2796,26,.,.,7,0,0,0.2,0.007,10,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,10/3/2018,10:18 AM,35.100638,-95.2796,22,.,.,7,0,0,0.2,0,15,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,11/29/2018,10:13 AM,35.100638,-95.2796,8,.,.,6.5,0,0,0.3,0,5,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,2/4/2019,8:15 AM,35.100638,-95.2796,12,12,111,6.8,.,.,.,.,20,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,3/27/2019,10:10 AM,35.100638,-95.2796,15,10,101,6.5,0,0,0,0.033,20,.,Blue Thumb,Arkansas R.,11110104
Sans Bois Creek,OK220200-04-0010L,Haskell,8/28/2019,10:16 AM,35.100638,-95.2796,28,5,66,7,3,0,0,0,15,.,Blue Thumb,Arkansas R.,11110104
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,3/7/2010,2:00 PM,36.810928,-100.819867,12,13,126,7.9,0.5,0.08,0.1,0.02,80,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,4/3/2010,9:15 AM,36.810928,-100.819867,10,7,77,7.6,1.5,0.1,0.1,0.007,85,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,5/1/2010,9:00 AM,36.810928,-100.819867,13,3,35,7.7,0.3,0.1,0.15,0.013,70,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,6/7/2010,8:20 AM,36.810928,-100.819867,19,4,45,8,1,0.1,0.2,0.073,65,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,7/5/2010,8:50 AM,36.810928,-100.819867,22,2.4,29,7.6,0.5,0.15,0.1,0.027,75,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,8/7/2010,9:30 AM,36.810928,-100.819867,22,6,74,7.6,1.5,0.1,0.1,0.04,80,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,9/8/2010,9:00 AM,36.810928,-100.819867,18,4,45,7.8,1,0.2,0.1,0.027,80,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,11/13/2010,.,36.810928,-100.819867,7,7,56,7.5,.,0.15,0.1,0.053333333,80,300,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,11/13/2010,9:30 AM,36.810928,-100.819867,7,7,57,7.5,1.5,0.08,0.1,0.04,80,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,12/11/2010,.,36.810928,-100.819867,9,11,95,7.8,3,0.08,0.1,0.026666667,90,66,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,1/15/2011,.,36.810928,-100.819867,7,6,50,7.7,2,.,0.1,0.026666667,90,166,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,2/19/2011,.,36.810928,-100.819867,11,12,105,7.7,1.5,.,0.1,0.007,95,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,3/26/2011,.,36.810928,-100.819867,10,7,62,7.8,1,0.1,0.1,0.026666667,95,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,4/16/2011,.,36.810928,-100.819867,10,10,87,7.8,1.7,0.15,0.1,0.026666667,100,300,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,5/19/2011,.,36.810928,-100.819867,19,7,76,7.7,1,0.15,0.1,0.053333333,95,544,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,6/25/2011,.,36.810928,-100.819867,20,7,77,7.8,1.5,0.08,0.1,0.053333333,100,1133,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,8/1/2011,.,36.810928,-100.819867,0,.,.,.,.,.,.,.,.,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,8/4/2011,.,36.810928,-100.819867,22,7,80,7.8,1,0.08,0.1,0.02,100,66,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,9/3/2011,.,36.810928,-100.819867,22,7,80,7.8,2,0.2,0.1,0.053333333,95,388,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,10/1/2011,.,36.810928,-100.819867,14,8,79,7.6,2.5,0.08,0.1,0.026666667,85,11,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,10/22/2011,.,36.810928,-100.819867,0,.,.,.,.,.,.,.,.,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,11/5/2011,.,36.810928,-100.819867,10,9,80,7.8,2,.,0.1,0.033333333,85,66,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,12/3/2011,.,36.810928,-100.819867,7,10,81,7.9,4,.,0.1,0.026666667,90,100,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,1/7/2012,.,36.810928,-100.819867,10,12,104,7.8,3,.,0.1,0.033333333,85,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,1/25/2012,.,36.810928,-100.819867,15,.,.,.,.,.,.,.,.,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,2/4/2012,.,36.810928,-100.819867,8,10,82,7.7,2,.,0.1,0.026666667,70,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,3/3/2012,.,36.810928,-100.819867,6,8,64,7.9,4,.,0.1,0.046666667,75,.,Blue Thumb,Canadian R.,11100102
Sharp Creek: Smith Grove,OK720500-02-0430D,Beaver,4/1/2012,.,36.810928,-100.819867,17,7,72,7.9,1.5,.,0.2,0.033333333,80,.,Blue Thumb,Canadian R.,11100102
